epoch,family,objective,saturation,seed,state_delta,test_cost,test_energy,test_error,test_saturation,train_cost,train_energy,train_error,variant,weight_abs_mean,weight_update_rel_mean
0.0,dthreeq,-34.848768878134955,0.0005169304983139747,42,0.0546402880198257,0.08470688806846738,61.3679062128067,0.46337890625,0.00015414368872549016,0.11376767648253472,73.04821237940698,0.6700835987261147,dthreeq_ep_nudge0p05_lr1e3,0.026125858466496534,160.54689501860867
1.0,dthreeq,-25.384168685621518,0.00016469963781690986,42,0.04484713309263561,0.06976333213970065,57.354000210762024,0.34716796875,0.0001761642156862745,0.07589066797380994,58.27696111399656,0.4124203821656051,dthreeq_ep_nudge0p05_lr1e3,0.029770944938567842,0.002407260629177596
2.0,dthreeq,-24.8896954773338,0.00016138222805045553,42,0.04152004888420628,0.06356662872713059,56.24547874927521,0.2958984375,0.00016754748774509804,0.06588793999165486,56.35014600814528,0.3236464968152866,dthreeq_ep_nudge0p05_lr1e3,0.0314673686327389,0.0016461323609856986
3.0,dthreeq,-25.20879611847507,0.00013737979268140354,42,0.039713438231035306,0.060094118234701455,55.30486249923706,0.27490234375,0.00013212316176470585,0.061025371810623036,55.33421194477446,0.2783638535031847,dthreeq_ep_nudge0p05_lr1e3,0.032682547480710276,0.0014630578260556137
4.0,dthreeq,-24.967375348328027,0.00011591420007493424,42,0.03852695322545115,0.05807990825269371,54.46359443664551,0.25634765625,0.00010340073529411763,0.05832610405079878,54.43139570685709,0.25348328025477707,dthreeq_ep_nudge0p05_lr1e3,0.033701247782565086,0.0013549705636330541
5.0,dthreeq,-24.32295635247686,9.308261521168958e-05,42,0.037693991105570486,0.056679268600419164,53.77285814285278,0.248046875,8.903952205882351e-05,0.056580266399178535,53.66081096867847,0.23835589171974522,dthreeq_ep_nudge0p05_lr1e3,0.03459889949210415,0.001282546066786063
6.0,dthreeq,-23.535030875236366,7.35684401148993e-05,42,0.037000538289671536,0.05566954682581127,53.23160004615784,0.24462890625,7.08486519607843e-05,0.055204871733477164,52.997548486017116,0.2291998407643312,dthreeq_ep_nudge0p05_lr1e3,0.03538354455158233,0.0012061073183569605
7.0,dthreeq,-22.82343044402493,5.444454852004488e-05,42,0.03643984397410587,0.054510548361577094,52.8043452501297,0.23388671875,5.64874387254902e-05,0.05403427252913736,52.53520579246958,0.21536624203821655,dthreeq_ep_nudge0p05_lr1e3,0.03606829809538047,0.0011463930902210267
8.0,dthreeq,-22.14003836273388,4.254090171100282e-05,42,0.03598146986625614,0.0535851075546816,52.439539551734924,0.22509765625,4.8828124999999976e-05,0.05309260541656215,52.05462464253614,0.2118829617834395,dthreeq_ep_nudge0p05_lr1e3,0.03665539976298382,0.0010891558013106533
9.0,dthreeq,-21.585821649830812,3.3564381166479286e-05,42,0.03557186934334718,0.0528858796460554,52.09424591064453,0.21826171875,3.829656862745098e-05,0.0520837863871626,51.72699640359089,0.2041202229299363,dthreeq_ep_nudge0p05_lr1e3,0.037144299658833986,0.0010364818507106084
10.0,dthreeq,-21.102567053144906,2.6344136380666885e-05,42,0.03523037485796128,0.052139805047772825,51.768715143203735,0.2099609375,2.967984068627451e-05,0.05130419792358283,51.35686325267622,0.1975517515923567,dthreeq_ep_nudge0p05_lr1e3,0.037586849993302425,0.0010056198907949323
11.0,dthreeq,-20.743202160877786,2.3026726614212527e-05,42,0.03498307178924038,0.05163035239093006,51.410743713378906,0.20361328125,2.967984068627451e-05,0.050620345908934904,50.998761511152715,0.1929737261146497,dthreeq_ep_nudge0p05_lr1e3,0.03795479546051923,0.0009484532914489358
12.0,dthreeq,-20.3860152906673,1.9904458598726076e-05,42,0.03474804373594464,0.05110837472602725,51.04494893550873,0.20458984375,2.4892769607843137e-05,0.05000017804040271,50.65319049130579,0.18799761146496816,dthreeq_ep_nudge0p05_lr1e3,0.03834229949149926,0.0009361755628826057
13.0,dthreeq,-20.10279224177075,1.6782190583239643e-05,42,0.034564236477076724,0.05067241773940623,50.65033757686615,0.2001953125,1.8190870098039215e-05,0.049535506351548395,50.25467380596574,0.18272292993630573,dthreeq_ep_nudge0p05_lr1e3,0.038666638498977536,0.0008947141115904889
14.0,dthreeq,-19.921673331291053,1.5806481828400137e-05,42,0.03441641592067684,0.05032056733034551,50.20684087276459,0.19775390625,1.8190870098039215e-05,0.049130357018891416,49.875955350839405,0.18142914012738853,dthreeq_ep_nudge0p05_lr1e3,0.039023847620234274,0.0008829529625961512
15.0,dthreeq,-19.626123707765228,1.5416198326464327e-05,42,0.034261015160038925,0.04993579688016325,49.75161790847778,0.197265625,2.0105698529411764e-05,0.04874238466760915,49.444610182646734,0.17844347133757962,dthreeq_ep_nudge0p05_lr1e3,0.03948063158376771,0.0008389611974629464
16.0,dthreeq,-19.377547829014482,1.5416198326464327e-05,42,0.034157722090981946,0.04965236783027649,49.258535861968994,0.19677734375,2.106311274509804e-05,0.04843338279967095,48.93434140636663,0.17595541401273884,dthreeq_ep_nudge0p05_lr1e3,0.039963670094218695,0.0008176620046973381
17.0,dthreeq,-19.100929308848777,1.639190708130384e-05,42,0.03402828305787674,0.04934279609005898,48.717583656311035,0.19140625,2.106311274509804e-05,0.048128259386036806,48.4074920605702,0.1760549363057325,dthreeq_ep_nudge0p05_lr1e3,0.04042289722458738,0.0008129468552104553
18.0,dthreeq,-18.91263147827926,1.7757899338079163e-05,42,0.033903576111106594,0.04903956898488104,48.1618036031723,0.1865234375,2.2977941176470588e-05,0.047804354055292285,47.90489247801957,0.17406449044585987,dthreeq_ep_nudge0p05_lr1e3,0.04088504092877576,0.0007924978302938839
19.0,dthreeq,-18.72058115187724,1.8148182840014965e-05,42,0.03379518170114369,0.04880409000907093,47.59565711021423,0.18603515625,2.2977941176470588e-05,0.047508834440047575,47.375863870997335,0.17296974522292993,dthreeq_ep_nudge0p05_lr1e3,0.04134667654830227,0.0007537713687492086
20.0,dthreeq,-18.41488346172746,1.7562757587111265e-05,42,0.03367197786970954,0.04851172270718962,47.05570340156555,0.1826171875,2.4892769607843137e-05,0.04725108003825139,46.7609118564873,0.17107882165605096,dthreeq_ep_nudge0p05_lr1e3,0.041790040045276665,0.0007441705930542311
21.0,dthreeq,-18.20426649348751,1.7562757587111258e-05,42,0.033583851368018204,0.04836152261123061,46.558751344680786,0.185546875,2.585018382352941e-05,0.04698797481454861,46.27492613093868,0.17097929936305734,dthreeq_ep_nudge0p05_lr1e3,0.042254538275301456,0.0007255096106608788
22.0,dthreeq,-18.034336065790455,1.9709316847758192e-05,42,0.03348581997564976,0.04814063268713653,46.10206055641174,0.18212890625,2.776501225490196e-05,0.04680798938319941,45.82638749043653,0.17068073248407642,dthreeq_ep_nudge0p05_lr1e3,0.04271659592113155,0.0007213888543486216
23.0,dthreeq,-17.809704823099125,2.029474210066191e-05,42,0.033397569123857246,0.0479228695621714,45.71867346763611,0.1826171875,2.8722426470588235e-05,0.04662048223481816,45.413670606673904,0.16968550955414013,dthreeq_ep_nudge0p05_lr1e3,0.043173969016635824,0.0006981812358640802
24.0,dthreeq,-17.536673576209196,1.9904458598726093e-05,42,0.03328835024278919,0.04770740447565913,45.424733996391296,0.177734375,2.4892769607843137e-05,0.04637318818717246,45.084189566837,0.16809315286624205,dthreeq_ep_nudge0p05_lr1e3,0.04365270627902785,0.0006931495472524856
25.0,dthreeq,-17.359430106582156,2.04898838516298e-05,42,0.03320278365989542,0.04756669537164271,45.15333676338196,0.17578125,2.8722426470588235e-05,0.046182855085772315,44.787916827353705,0.16560509554140126,dthreeq_ep_nudge0p05_lr1e3,0.04412336087975485,0.0006742607928519656
26.0,dthreeq,-17.120079963829866,2.10753091045335e-05,42,0.033094078449941694,0.04743981303181499,44.936291217803955,0.17919921875,2.585018382352941e-05,0.04597562136259049,44.542915635807496,0.16709792993630573,dthreeq_ep_nudge0p05_lr1e3,0.04459856243531225,0.0006603753922352541
27.0,dthreeq,-16.969920358840067,2.1270450855501416e-05,42,0.03303308363122996,0.04730688140261918,44.73994326591492,0.1806640625,2.4892769607843137e-05,0.045830669866246024,44.35634574161214,0.16610270700636942,dthreeq_ep_nudge0p05_lr1e3,0.04507730472284209,0.0006551995101206122
28.0,dthreeq,-16.725996952907295,2.2831584863244636e-05,42,0.03293466514160347,0.047121879644691944,44.57908475399017,0.177734375,2.8722426470588235e-05,0.04565217464592806,44.155997938411254,0.16291799363057324,dthreeq_ep_nudge0p05_lr1e3,0.045550831050054426,0.0006420242828440081
29.0,dthreeq,-16.63165049947751,2.244130136130884e-05,42,0.0328854128153354,0.04703294800128788,44.42662000656128,0.1796875,2.6807598039215686e-05,0.045526622776772566,44.03083864442862,0.1631170382165605,dthreeq_ep_nudge0p05_lr1e3,0.04601486313088566,0.0006395645116295456
0.0,dthreeq,-7.231196506767516,0.0014214125140502032,2025,0.12558950577376138,0.101955889724195,79.93158292770386,0.6396484375,0.0007314644607843139,0.1407442247601831,81.97565683741479,0.8004578025477707,dthreeq_ep_nudge0p2_lr1e3,0.024571308906234855,80.1547560414
1.0,dthreeq,-7.960338228067775,0.0005159547895591348,2025,0.10376411175598527,0.08169478387571871,71.65489220619202,0.4384765625,0.00024414062499999997,0.09344808278000279,75.91351364524502,0.5563296178343949,dthreeq_ep_nudge0p2_lr1e3,0.025898450505893802,0.0030501142413429435
2.0,dthreeq,-7.099517652183581,0.00022597414762083132,2025,0.09599561921756856,0.0728923708666116,63.61201250553131,0.35693359375,0.00014552696078431372,0.07979328180574308,67.42728883293783,0.42565684713375795,dthreeq_ep_nudge0p2_lr1e3,0.027277515162298586,0.0019745774545685654
