case,rho,initial_state_norm,final_state_norm,growth_factor,final_residual
stable_rho_0p80,0.8,0.001,1.4272476927059639e-08,1.4272476927059638e-05,2.8544953854119273e-09
stable_rho_0p95,0.95,0.001,7.694497527671315e-05,0.07694497527671315,3.847248763835661e-06
unstable_rho_1p05,1.05,0.001,0.011467399785753701,11.4673997857537,0.0005733699892876855
unstable_rho_1p20,1.2,0.001,9.100438150002134,9100.438150002134,1.8200876300004263
