variant,family,seed,dataset,train_subset,test_subset,n_epochs,batch_size,hidden_sizes,best_epoch,best_test_error,final_test_error,final_test_cost,final_train_error,final_train_cost,final_train_energy,state_delta,saturation,weight_abs_mean,weight_update_rel_mean,duration_sec,device,curve_json,optimizer,weight_lr,infer_lr,activation,bias,state_clip,training_iteration,config/experiment_name,config/variant,config/seed,config/dataset,config/train_subset,config/test_subset,config/n_epochs,config/batch_size,config/infer_lr,config/activation,config/bias,config/state_clip,config/residual_norm_eps,infer_steps,loss_mode,target_mode,beta_sign,objective_name
bp_mlp_500_adam,bp_mlp,42,mnist,10000,2000,12,64,[500],9,0.05859375,0.06640625,0.21317387965973467,0.0064689490445859876,0.034057179038786585,,,,,,40.21021054079756,cuda,"[{""epoch"": 0.0, ""test_cost"": 0.3629635125398636, ""test_error"": 0.109375, ""train_cost"": 0.5297271166067974, ""train_error"": 0.1480891719745223}, {""epoch"": 1.0, ""test_cost"": 0.3184883678331971, ""test_error"": 0.091796875, ""train_cost"": 0.2804250441918707, ""train_error"": 0.08578821656050956}, {""epoch"": 2.0, ""test_cost"": 0.2923125154338777, ""test_error"": 0.08935546875, ""train_cost"": 0.2281918705791045, ""train_error"": 0.06817277070063694}, {""epoch"": 3.0, ""test_cost"": 0.2559033802244812, ""test_error"": 0.07763671875, ""train_cost"": 0.18730107925025521, ""train_error"": 0.058817675159235666}, {""epoch"": 4.0, ""test_cost"": 0.23958067083731294, ""test_error"": 0.076171875, ""train_cost"": 0.1563953816605981, ""train_error"": 0.044785031847133755}, {""epoch"": 5.0, ""test_cost"": 0.21567315817810595, ""test_error"": 0.06640625, ""train_cost"": 0.1259087081168108, ""train_error"": 0.038913216560509556}, {""epoch"": 6.0, ""test_cost"": 0.2132600685581565, ""test_error"": 0.068359375, ""train_cost"": 0.10407027954556, ""train_error"": 0.03095143312101911}, {""epoch"": 7.0, ""test_cost"": 0.20727862080093473, ""test_error"": 0.060546875, ""train_cost"": 0.08455888360477747, ""train_error"": 0.024781050955414014}, {""epoch"": 8.0, ""test_cost"": 0.21277495264075696, ""test_error"": 0.06201171875, ""train_cost"": 0.06715611963989629, ""train_error"": 0.01721735668789809}, {""epoch"": 9.0, ""test_cost"": 0.21102194563718513, ""test_error"": 0.05859375, ""train_cost"": 0.05428089896086485, ""train_error"": 0.013634554140127389}, {""epoch"": 10.0, ""test_cost"": 0.19841503829229623, ""test_error"": 0.05859375, ""train_cost"": 0.043131095986030286, ""train_error"": 0.009554140127388535}, {""epoch"": 11.0, ""test_cost"": 0.21317387965973467, ""test_error"": 0.06640625, ""train_cost"": 0.034057179038786585, ""train_error"": 0.0064689490445859876}]",adam,0.001,0.05,tanh,True,1.0,1,_workspace_ThreeQ_threeq_mnist_dthreeq_focus_v1,bp_mlp_500_adam,42,mnist,10000,2000,12,64,0.05,tanh,True,1.0,0.001,,,,,
dthreeq_ep_nudge0p01_lr1e3,dthreeq,2025,mnist,10000,2000,12,64,[500],8,0.248046875,0.2783203125,0.06003063987009227,0.24920382165605096,0.05765553962463026,39.662534677298964,0.010218607599158908,3.336923941551139e-05,0.04727082603439024,0.0016566804887916745,157.14016398694366,cuda,"[{""epoch"": 0.0, ""objective"": -135.8383544144357, ""saturation"": 0.00023124297489696477, ""state_delta"": 0.015437610987217942, ""test_cost"": 0.0826250568497926, ""test_energy"": 53.37492525577545, ""test_error"": 0.4970703125, ""test_saturation"": 9.861366421568626e-05, ""train_cost"": 0.11486410947552153, ""train_energy"": 58.87107074032923, ""train_error"": 0.6873009554140127, ""weight_abs_mean"": 0.029806270758518234, ""weight_update_rel_mean"": 212.73920384668497}, {""epoch"": 1.0, ""objective"": -123.01232890718302, ""saturation"": 6.634819532908694e-05, ""state_delta"": 0.01290612482869179, ""test_cost"": 0.07402827218174934, ""test_energy"": 51.12351632118225, ""test_error"": 0.42333984375, ""test_saturation"": 3.7339154411764695e-05, ""train_cost"": 0.0804082716631282, ""train_energy"": 52.13668879126288, ""train_error"": 0.48138933121019106, ""weight_abs_mean"": 0.03317459694860254, ""weight_update_rel_mean"": 0.0032053888834568}, {""epoch"": 2.0, ""objective"": -110.9283058506668, ""saturation"": 2.6734419882602695e-05, ""state_delta"": 0.012163924063692332, ""test_cost"": 0.06999459839425981, ""test_energy"": 49.08431947231293, ""test_error"": 0.3740234375, ""test_saturation"": 1.3403799019607843e-05, ""train_cost"": 0.07389798603809564, ""train_energy"": 50.03207956301938, ""train_error"": 0.42008359872611467, ""weight_abs_mean"": 0.03544654921186601, ""weight_update_rel_mean"": 0.002787041254783524}, {""epoch"": 3.0, ""objective"": -101.46528596331359, ""saturation"": 5.463969027101287e-06, ""state_delta"": 0.011656782664002696, ""test_cost"": 0.06511401629541069, ""test_energy"": 46.81813955307007, ""test_error"": 0.3193359375, ""test_saturation"": 9.574142156862745e-07, ""train_cost"": 0.06900483293897787, ""train_energy"": 47.76776455921732, ""train_error"": 0.3691281847133758, ""weight_abs_mean"": 0.03775590971396987, ""weight_update_rel_mean"": 0.0024856486377117285}, {""epoch"": 4.0, ""objective"": -95.10618562151672, ""saturation"": 1.5611340077432246e-06, ""state_delta"": 0.011301312510333481, ""test_cost"": 0.0628523740451783, ""test_energy"": 44.99887704849243, ""test_error"": 0.29638671875, ""test_saturation"": 9.574142156862745e-07, ""train_cost"": 0.06525213392392086, ""train_energy"": 45.597826234853954, ""train_error"": 0.32633359872611467, ""weight_abs_mean"": 0.04000641495377941, ""weight_update_rel_mean"": 0.002273778249110775}, {""epoch"": 5.0, ""objective"": -90.50121914808918, ""saturation"": 3.3174097664543526e-06, ""state_delta"": 0.011044189010622206, ""test_cost"": 0.06073558866046369, ""test_energy"": 43.981136322021484, ""test_error"": 0.279296875, ""test_saturation"": 2.8722426470588235e-06, ""train_cost"": 0.06264134717120487, ""train_energy"": 44.23022101335465, ""train_error"": 0.30125398089171973, ""weight_abs_mean"": 0.04173578043352623, ""weight_update_rel_mean"": 0.002161912458296357}, {""epoch"": 6.0, ""objective"": -86.94619585754006, ""saturation"": 3.5125515174222555e-06, ""state_delta"": 0.0108516323543302, ""test_cost"": 0.05920067382976413, ""test_energy"": 43.313639640808105, ""test_error"": 0.263671875, ""test_saturation"": 1.914828431372549e-06, ""train_cost"": 0.06068707463942516, ""train_energy"": 43.446142087316815, ""train_error"": 0.28204617834394907, ""weight_abs_mean"": 0.0427546021565617, ""weight_update_rel_mean"": 0.0020738538423079565}, {""epoch"": 7.0, ""objective"": -84.10049244097084, ""saturation"": 5.463969027101287e-06, ""state_delta"": 0.010682267605499098, ""test_cost"": 0.05838111031334847, ""test_energy"": 42.49759340286255, ""test_error"": 0.26513671875, ""test_saturation"": 1.914828431372549e-06, ""train_cost"": 0.05881161930834412, ""train_energy"": 42.76770102142528, ""train_error"": 0.2685111464968153, ""weight_abs_mean"": 0.04350169147083026, ""weight_update_rel_mean"": 0.002013491149105806}, {""epoch"": 8.0, ""objective"": -81.38643495596139, ""saturation"": 1.1318221556138369e-05, ""state_delta"": 0.010535419911181756, ""test_cost"": 0.0567960636690259, ""test_energy"": 41.62842106819153, ""test_error"": 0.248046875, ""test_saturation"": 7.659313725490196e-06, ""train_cost"": 0.0572963437172258, ""train_energy"": 41.89235225604598, ""train_error"": 0.25766321656050956, ""weight_abs_mean"": 0.04452990385878736, ""weight_update_rel_mean"": 0.0019112056503882468}, {""epoch"": 9.0, ""objective"": -78.70259133114178, ""saturation"": 1.7367615836143367e-05, ""state_delta"": 0.010399973642075091, ""test_cost"": 0.056704509537667036, ""test_energy"": 40.80311453342438, ""test_error"": 0.251953125, ""test_saturation"": 1.4361213235294117e-05, ""train_cost"": 0.05654184664985177, ""train_energy"": 41.03455056354498, ""train_error"": 0.24791003184713375, ""weight_abs_mean"": 0.04560430123912657, ""weight_update_rel_mean"": 0.0017839066899571247}, {""epoch"": 10.0, ""objective"": -76.42281647700413, ""saturation"": 2.2246159610340932e-05, ""state_delta"": 0.010298891527619758, ""test_cost"": 0.058475433150306344, ""test_energy"": 40.02937996387482, ""test_error"": 0.26318359375, ""test_saturation"": 2.4892769607843137e-05, ""train_cost"": 0.05671134441616429, ""train_energy"": 40.26496843471649, ""train_error"": 0.245421974522293, ""weight_abs_mean"": 0.04655708497164735, ""weight_update_rel_mean"": 0.0017364051758044074}, {""epoch"": 11.0, ""objective"": -74.33711981317799, ""saturation"": 3.336923941551139e-05, ""state_delta"": 0.010218607599158908, ""test_cost"": 0.06003063987009227, ""test_energy"": 39.57995080947876, ""test_error"": 0.2783203125, ""test_saturation"": 2.776501225490196e-05, ""train_cost"": 0.05765553962463026, ""train_energy"": 39.662534677298964, ""train_error"": 0.24920382165605096, ""weight_abs_mean"": 0.04727082603439024, ""weight_update_rel_mean"": 0.0016566804887916745}]",,0.001,0.05,tanh,True,1.0,1,_workspace_ThreeQ_threeq_mnist_dthreeq_focus_v1,dthreeq_ep_nudge0p01_lr1e3,2025,mnist,10000,2000,12,64,0.05,tanh,True,1.0,0.001,10.0,ep,nudge_0.01,plus,
dthreeq_ep_nudge0p1_lr1e3,dthreeq,42,mnist,10000,2000,12,64,[500],11,0.2109375,0.2109375,0.052057894063182175,0.19655652866242038,0.05114712478343848,53.85219471925383,0.055532958689234725,9.75708754839514e-05,0.036300600640576594,0.0006856420525356315,122.41056908620521,cuda,"[{""epoch"": 0.0, ""objective"": -16.79834013531922, ""saturation"": 0.0008418415136755325, ""state_delta"": 0.08744103027282248, ""test_cost"": 0.0905230927746743, ""test_energy"": 73.59280228614807, ""test_error"": 0.51123046875, ""test_saturation"": 0.0002900965073529411, ""train_cost"": 0.11996125671893927, ""train_energy"": 79.79958970379677, ""train_error"": 0.7104896496815286, ""weight_abs_mean"": 0.02511769197491964, ""weight_update_rel_mean"": 126.65131595687154}, {""epoch"": 1.0, ""objective"": -14.750209492482957, ""saturation"": 0.00018675065567628292, ""state_delta"": 0.07265956919776738, ""test_cost"": 0.07392745930701494, ""test_energy"": 61.42984163761139, ""test_error"": 0.3740234375, ""test_saturation"": 0.00015605851715686273, ""train_cost"": 0.08094741722011263, ""train_energy"": 65.86420239005119, ""train_error"": 0.4465565286624204, ""weight_abs_mean"": 0.02764325499516811, ""weight_update_rel_mean"": 0.003044257960019662}, {""epoch"": 2.0, ""objective"": -11.67350477473751, ""saturation"": 0.0001637239290620704, ""state_delta"": 0.06692084857221146, ""test_cost"": 0.06659684353508055, ""test_energy"": 58.448747992515564, ""test_error"": 0.31591796875, ""test_saturation"": 0.00018190870098039216, ""train_cost"": 0.06948674795259337, ""train_energy"": 59.123149021415955, ""train_error"": 0.3541003184713376, ""weight_abs_mean"": 0.029649526601921244, ""weight_update_rel_mean"": 0.001608339953817315}, {""epoch"": 3.0, ""objective"": -11.211222751884703, ""saturation"": 0.0001750421506182087, ""state_delta"": 0.06373916809064496, ""test_cost"": 0.06222946709021926, ""test_energy"": 57.45970022678375, ""test_error"": 0.2861328125, ""test_saturation"": 0.00018478094362745103, ""train_cost"": 0.06361382497344048, ""train_energy"": 57.42973884047976, ""train_error"": 0.3004578025477707, ""weight_abs_mean"": 0.03089271286935516, ""weight_update_rel_mean"": 0.0012329623933250526}, {""epoch"": 4.0, ""objective"": -11.28466660809365, ""saturation"": 0.00017172474085175443, ""state_delta"": 0.06160780007114551, ""test_cost"": 0.05939111451152712, ""test_energy"": 56.8800528049469, ""test_error"": 0.26953125, ""test_saturation"": 0.00018669577205882352, ""train_cost"": 0.060044450198958634, ""train_energy"": 56.71626954777226, ""train_error"": 0.2708001592356688, ""weight_abs_mean"": 0.03180438201210112, ""weight_update_rel_mean"": 0.0010804326758675476}, {""epoch"": 5.0, ""objective"": -11.455448903855245, ""saturation"": 0.00016352878731110246, ""state_delta"": 0.060094961972171616, ""test_cost"": 0.05735643929801881, ""test_energy"": 56.399505257606506, ""test_error"": 0.24755859375, ""test_saturation"": 0.0001771216299019608, ""train_cost"": 0.05754739670142247, ""train_energy"": 56.21748500265134, ""train_error"": 0.24960191082802546, ""weight_abs_mean"": 0.03256528697623189, ""weight_update_rel_mean"": 0.000997759067612414}, {""epoch"": 6.0, ""objective"": -11.578921421318297, ""saturation"": 0.00015260084925689988, ""state_delta"": 0.058894665426853454, ""test_cost"": 0.05592923914082348, ""test_energy"": 55.96323120594025, ""test_error"": 0.24267578125, ""test_saturation"": 0.00016754748774509804, ""train_cost"": 0.05570703775734658, ""train_energy"": 55.73874331431784, ""train_error"": 0.23377786624203822, ""weight_abs_mean"": 0.03326295207515596, ""weight_update_rel_mean"": 0.0009228713978048914}, {""epoch"": 7.0, ""objective"": -11.655487254926353, ""saturation"": 0.00014440489571624805, ""state_delta"": 0.05795096140948071, ""test_cost"": 0.05470011057332158, ""test_energy"": 55.550429463386536, ""test_error"": 0.236328125, ""test_saturation"": 0.00014648437499999997, ""train_cost"": 0.054314375944008494, ""train_energy"": 55.346591657893676, ""train_error"": 0.22243232484076433, ""weight_abs_mean"": 0.03392209950982812, ""weight_update_rel_mean"": 0.0008690738971585959}, {""epoch"": 8.0, ""objective"": -11.615489789634752, ""saturation"": 0.00013113525665043067, ""state_delta"": 0.0572050678199691, ""test_cost"": 0.053813157370314, ""test_energy"": 55.16239845752716, ""test_error"": 0.22705078125, ""test_saturation"": 0.00013308057598039217, ""train_cost"": 0.05335364972425115, ""train_energy"": 54.8713959614942, ""train_error"": 0.21626194267515925, ""weight_abs_mean"": 0.03456866033716353, ""weight_update_rel_mean"": 0.0008125854145129278}, {""epoch"": 9.0, ""objective"": -11.55601209895626, ""saturation"": 0.00011708505058074159, ""state_delta"": 0.05654633717736004, ""test_cost"": 0.05314938607625663, ""test_energy"": 54.79873287677765, ""test_error"": 0.22021484375, ""test_saturation"": 0.00011967677696078431, ""train_cost"": 0.05242497153627645, ""train_energy"": 54.52456395337536, ""train_error"": 0.20720541401273884, ""weight_abs_mean"": 0.03516466987384542, ""weight_update_rel_mean"": 0.0007678686505656014}, {""epoch"": 10.0, ""objective"": -11.415795976189292, ""saturation"": 0.00010596197077557117, ""state_delta"": 0.05597663649645557, ""test_cost"": 0.052522918209433556, ""test_energy"": 54.50310564041138, ""test_error"": 0.2138671875, ""test_saturation"": 0.00011010263480392154, ""train_cost"": 0.05173796790230806, ""train_energy"": 54.156681328062795, ""train_error"": 0.2044187898089172, ""weight_abs_mean"": 0.03576257491594026, ""weight_update_rel_mean"": 0.0007395976979604307}, {""epoch"": 11.0, ""objective"": -11.31795943922298, ""saturation"": 9.75708754839514e-05, ""state_delta"": 0.055532958689234725, ""test_cost"": 0.052057894063182175, ""test_energy"": 54.221975684165955, ""test_error"": 0.2109375, ""test_saturation"": 0.00010052849264705883, ""train_cost"": 0.05114712478343848, ""train_energy"": 53.85219471925383, ""train_error"": 0.19655652866242038, ""weight_abs_mean"": 0.036300600640576594, ""weight_update_rel_mean"": 0.0006856420525356315}]",,0.001,0.05,tanh,True,1.0,1,_workspace_ThreeQ_threeq_mnist_dthreeq_focus_v1,dthreeq_ep_nudge0p1_lr1e3,42,mnist,10000,2000,12,64,0.05,tanh,True,1.0,0.001,10.0,ep,nudge_0.1,plus,
dthreeq_dplus_direct_lr1e3,dthreeq,2025,mnist,10000,2000,12,64,[500],11,0.89501953125,0.89501953125,0.20524037070572376,0.904359076433121,0.20866267696307722,83.42898690776461,0.16747574983194327,0.002201784376170848,0.022888947853377552,0.00025503795755611367,122.92770672868937,cuda,"[{""epoch"": 0.0, ""objective"": 0.03458615116015741, ""saturation"": 0.002533330211065317, ""state_delta"": 0.19614431351441058, ""test_cost"": 0.2732476466335356, ""test_energy"": 84.14357113838196, ""test_error"": 0.91064453125, ""test_saturation"": 0.002438534007352942, ""train_cost"": 0.2763239473673948, ""train_energy"": 83.66328702307051, ""train_error"": 0.9273487261146497, ""weight_abs_mean"": 0.022152861285791615, ""weight_update_rel_mean"": 0.36158728493549314}, {""epoch"": 1.0, ""objective"": 0.033617263292051426, ""saturation"": 0.0024839593480704384, ""state_delta"": 0.19296434428172102, ""test_cost"": 0.26530653703957796, ""test_energy"": 84.11373043060303, ""test_error"": 0.91064453125, ""test_saturation"": 0.0023925781250000006, ""train_cost"": 0.2686516717550861, ""train_energy"": 83.65369736009343, ""train_error"": 0.9249601910828026, ""weight_abs_mean"": 0.022232663527208266, ""weight_update_rel_mean"": 0.0021653475083793197}, {""epoch"": 2.0, ""objective"": 0.032643969497008686, ""saturation"": 0.002433027351067815, ""state_delta"": 0.18984296356007505, ""test_cost"": 0.25771442195400596, ""test_energy"": 84.08508396148682, ""test_error"": 0.90869140625, ""test_saturation"": 0.0023351332720588243, ""train_cost"": 0.2608936290452435, ""train_energy"": 83.72533975589047, ""train_error"": 0.9212778662420382, ""weight_abs_mean"": 0.022309018240285954, ""weight_update_rel_mean"": 0.0012722823762127196}, {""epoch"": 3.0, ""objective"": 0.031742462959543916, ""saturation"": 0.0023955601348819777, ""state_delta"": 0.18683317476945815, ""test_cost"": 0.2504796562716365, ""test_energy"": 84.05755043029785, ""test_error"": 0.90771484375, ""test_saturation"": 0.0022843903186274515, ""train_cost"": 0.25375395130579637, ""train_energy"": 83.6015247417863, ""train_error"": 0.9195859872611465, ""weight_abs_mean"": 0.02238353965863828, ""weight_update_rel_mean"": 0.0008983211967773374}, {""epoch"": 4.0, ""objective"": 0.03085691398780817, ""saturation"": 0.002358873485700013, ""state_delta"": 0.18388361018892543, ""test_cost"": 0.2436120491474867, ""test_energy"": 84.0313606262207, ""test_error"": 0.904296875, ""test_saturation"": 0.0022527956495098046, ""train_cost"": 0.24670293471615784, ""train_energy"": 83.57663163106153, ""train_error"": 0.9167993630573248, ""weight_abs_mean"": 0.022454887931399246, ""weight_update_rel_mean"": 0.0006927618355627375}, {""epoch"": 5.0, ""objective"": 0.030044693108292143, ""saturation"": 0.0023255042462845005, ""state_delta"": 0.18119088369925881, ""test_cost"": 0.23709829524159431, ""test_energy"": 84.00640034675598, ""test_error"": 0.90283203125, ""test_saturation"": 0.0022173713235294126, ""train_cost"": 0.24025133498914683, ""train_energy"": 83.5551692209426, ""train_error"": 0.9141122611464968, ""weight_abs_mean"": 0.022524177353464375, ""weight_update_rel_mean"": 0.0005624621750474343}, {""epoch"": 6.0, ""objective"": 0.02928317545847908, ""saturation"": 0.0022962329836393146, ""state_delta"": 0.1786060367383146, ""test_cost"": 0.2309439037926495, ""test_energy"": 83.98266410827637, ""test_error"": 0.9013671875, ""test_saturation"": 0.002186734068627451, ""train_cost"": 0.23421544700291505, ""train_energy"": 83.51906911278986, ""train_error"": 0.9124203821656051, ""weight_abs_mean"": 0.022590625544572408, ""weight_update_rel_mean"": 0.0004714090068195515}, {""epoch"": 7.0, ""objective"": 0.028548650633377633, ""saturation"": 0.002268327713250904, ""state_delta"": 0.17614042953362652, ""test_cost"": 0.2251167339272797, ""test_energy"": 83.96015048027039, ""test_error"": 0.90087890625, ""test_saturation"": 0.002154181985294118, ""train_cost"": 0.22835680386822693, ""train_energy"": 83.54229401023525, ""train_error"": 0.9104299363057324, ""weight_abs_mean"": 0.022655122773693737, ""weight_update_rel_mean"": 0.00040536659200411147}, {""epoch"": 8.0, ""objective"": 0.02788532057860095, ""saturation"": 0.002248813538154114, ""state_delta"": 0.17383425729200955, ""test_cost"": 0.21965664438903332, ""test_energy"": 83.93891167640686, ""test_error"": 0.90087890625, ""test_saturation"": 0.002136948529411765, ""train_cost"": 0.223096976709214, ""train_energy"": 83.48790940205762, ""train_error"": 0.9101313694267515, ""weight_abs_mean"": 0.022717057760749, ""weight_update_rel_mean"": 0.0003542564615834226}, {""epoch"": 9.0, ""objective"": 0.027226654611005905, ""saturation"": 0.002229104221306355, ""state_delta"": 0.1715620634714023, ""test_cost"": 0.21453284053131938, ""test_energy"": 83.91895961761475, ""test_error"": 0.8994140625, ""test_saturation"": 0.0021187576593137258, ""train_cost"": 0.21784489492701878, ""train_energy"": 83.49080623942575, ""train_error"": 0.9076433121019108, ""weight_abs_mean"": 0.02277634639857276, ""weight_update_rel_mean"": 0.0003136496129802584}, {""epoch"": 10.0, ""objective"": 0.026624853301579786, ""saturation"": 0.002213883164730859, ""state_delta"": 0.1694536921405085, ""test_cost"": 0.20973672671243548, ""test_energy"": 83.90032005310059, ""test_error"": 0.89794921875, ""test_saturation"": 0.0021043964460784317, ""train_cost"": 0.21305503387739705, ""train_energy"": 83.48102851430322, ""train_error"": 0.9059514331210191, ""weight_abs_mean"": 0.022833542313407947, ""weight_update_rel_mean"": 0.00028168587889162695}, {""epoch"": 11.0, ""objective"": 0.02607336781539355, ""saturation"": 0.002201784376170848, ""state_delta"": 0.16747574983194327, ""test_cost"": 0.20524037070572376, ""test_energy"": 83.88284611701965, ""test_error"": 0.89501953125, ""test_saturation"": 0.00209195006127451, ""train_cost"": 0.20866267696307722, ""train_energy"": 83.42898690776461, ""train_error"": 0.904359076433121, ""weight_abs_mean"": 0.022888947853377552, ""weight_update_rel_mean"": 0.00025503795755611367}]",,0.001,0.05,tanh,True,1.0,1,_workspace_ThreeQ_threeq_mnist_dthreeq_focus_v1,dthreeq_dplus_direct_lr1e3,2025,mnist,10000,2000,12,64,0.05,tanh,True,1.0,0.001,10.0,dplus,direct_clamp,plus,
dthreeq_ep_nudge0p01_lr1e3,dthreeq,42,mnist,10000,2000,12,64,[500],10,0.2568359375,0.26904296875,0.05869372084271163,0.23905254777070065,0.05550308618101345,40.145222244748645,0.0100348374493432,4.878543774197577e-06,0.045948878239846204,0.0016262908518342371,156.83486936427653,cuda,"[{""epoch"": 0.0, ""objective"": -139.7006939930521, ""saturation"": 0.00022187617085050538, ""state_delta"": 0.015076175848894107, ""test_cost"": 0.08462022547610104, ""test_energy"": 54.3380446434021, ""test_error"": 0.5, ""test_saturation"": 0.00010531556372549017, ""train_cost"": 0.11009043013783777, ""train_energy"": 59.9211474619094, ""train_error"": 0.6678941082802548, ""weight_abs_mean"": 0.029100314754715865, ""weight_update_rel_mean"": 220.5863251950298}, {""epoch"": 1.0, ""objective"": -121.78044167293865, ""saturation"": 5.268827276133376e-05, ""state_delta"": 0.012702607404393185, ""test_cost"": 0.07587946765124798, ""test_energy"": 51.74262094497681, ""test_error"": 0.44189453125, ""test_saturation"": 2.3935355392156862e-05, ""train_cost"": 0.07935694472235479, ""train_energy"": 52.511373653533354, ""train_error"": 0.4773089171974522, ""weight_abs_mean"": 0.03329098267127777, ""weight_update_rel_mean"": 0.0032589719497252033}, {""epoch"": 2.0, ""objective"": -109.4067251606352, ""saturation"": 1.3464780816785303e-05, ""state_delta"": 0.01187303628265312, ""test_cost"": 0.06928849825635552, ""test_energy"": 49.81325602531433, ""test_error"": 0.3720703125, ""test_saturation"": 2.8722426470588235e-06, ""train_cost"": 0.07165734555311264, ""train_energy"": 50.31036459564403, ""train_error"": 0.398984872611465, ""weight_abs_mean"": 0.03554948818333044, ""weight_update_rel_mean"": 0.002643721043552082}, {""epoch"": 3.0, ""objective"": -102.50430744924363, ""saturation"": 4.683402023229674e-06, ""state_delta"": 0.011332760358104708, ""test_cost"": 0.06532740383408964, ""test_energy"": 47.41698348522186, ""test_error"": 0.3173828125, ""test_saturation"": 4.7870710784313725e-06, ""train_cost"": 0.06636577628695281, ""train_energy"": 48.09192450942507, ""train_error"": 0.33449442675159236, ""weight_abs_mean"": 0.037091328850710044, ""weight_update_rel_mean"": 0.002433629006503263}, {""epoch"": 4.0, ""objective"": -96.98816044315411, ""saturation"": 4.488260272261771e-06, ""state_delta"": 0.010990819818144487, ""test_cost"": 0.062288146233186126, ""test_energy"": 45.60093808174133, ""test_error"": 0.29052734375, ""test_saturation"": 6.7018995098039215e-06, ""train_cost"": 0.06297635538562847, ""train_energy"": 45.9590806900316, ""train_error"": 0.30085589171974525, ""weight_abs_mean"": 0.038022410258751624, ""weight_update_rel_mean"": 0.002335934984564781}, {""epoch"": 5.0, ""objective"": -92.36593307203547, ""saturation"": 3.3174097664543526e-06, ""state_delta"": 0.010759845054945701, ""test_cost"": 0.06041815166827291, ""test_energy"": 44.55800378322601, ""test_error"": 0.28125, ""test_saturation"": 6.7018995098039215e-06, ""train_cost"": 0.060222706810873786, ""train_energy"": 44.616869932526996, ""train_error"": 0.27428343949044587, ""weight_abs_mean"": 0.03888503901859164, ""weight_update_rel_mean"": 0.00228082642875453}, {""epoch"": 6.0, ""objective"": -87.75135453339595, ""saturation"": 2.341701011614837e-06, ""state_delta"": 0.010560287428118147, ""test_cost"": 0.058628103928640485, ""test_energy"": 43.72036397457123, ""test_error"": 0.26611328125, ""test_saturation"": 2.8722426470588235e-06, ""train_cost"": 0.05817278462705339, ""train_energy"": 43.654611113724435, ""train_error"": 0.2604498407643312, ""weight_abs_mean"": 0.040121650171264484, ""weight_update_rel_mean"": 0.0021846023233734833}, {""epoch"": 7.0, ""objective"": -84.27551901264555, ""saturation"": 2.53684276258274e-06, ""state_delta"": 0.010412552090699839, ""test_cost"": 0.05792109703179449, ""test_energy"": 42.74576413631439, ""test_error"": 0.26318359375, ""test_saturation"": 5.744485294117647e-06, ""train_cost"": 0.056949739718133476, ""train_energy"": 42.78798296497126, ""train_error"": 0.24890525477707007, ""weight_abs_mean"": 0.041474319961823665, ""weight_update_rel_mean"": 0.002102232156644505}, {""epoch"": 8.0, ""objective"": -81.09523146319542, ""saturation"": 3.5125515174222555e-06, ""state_delta"": 0.010275875872956102, ""test_cost"": 0.057629498885944486, ""test_energy"": 41.84295678138733, ""test_error"": 0.25927734375, ""test_saturation"": 5.744485294117647e-06, ""train_cost"": 0.05653382254064463, ""train_energy"": 41.76441940987945, ""train_error"": 0.24502388535031847, ""weight_abs_mean"": 0.0428961903378842, ""weight_update_rel_mean"": 0.0019450972284666005}, {""epoch"": 9.0, ""objective"": -78.38718632983554, ""saturation"": 4.488260272261771e-06, ""state_delta"": 0.010171928239102434, ""test_cost"": 0.05822549550794065, ""test_energy"": 41.33621346950531, ""test_error"": 0.2666015625, ""test_saturation"": 8.61672794117647e-06, ""train_cost"": 0.0562410143435381, ""train_energy"": 41.114539541256654, ""train_error"": 0.24303343949044587, ""weight_abs_mean"": 0.04420745173531472, ""weight_update_rel_mean"": 0.0017981891085907962}, {""epoch"": 10.0, ""objective"": -76.47035197847208, ""saturation"": 4.293118521293868e-06, ""state_delta"": 0.01009100165135067, ""test_cost"": 0.05706977192312479, ""test_energy"": 40.87163305282593, ""test_error"": 0.2568359375, ""test_saturation"": 9.574142156862745e-06, ""train_cost"": 0.05581351428939279, ""train_energy"": 40.62501652225567, ""train_error"": 0.24273487261146498, ""weight_abs_mean"": 0.045222369095334294, ""weight_update_rel_mean"": 0.0016969520948782659}, {""epoch"": 11.0, ""objective"": -75.02582088397567, ""saturation"": 4.878543774197577e-06, ""state_delta"": 0.0100348374493432, ""test_cost"": 0.05869372084271163, ""test_energy"": 40.33483183383942, ""test_error"": 0.26904296875, ""test_saturation"": 9.574142156862745e-06, ""train_cost"": 0.05550308618101345, ""train_energy"": 40.145222244748645, ""train_error"": 0.23905254777070065, ""weight_abs_mean"": 0.045948878239846204, ""weight_update_rel_mean"": 0.0016262908518342371}]",,0.001,0.05,tanh,True,1.0,1,_workspace_ThreeQ_threeq_mnist_dthreeq_focus_v1,dthreeq_ep_nudge0p01_lr1e3,42,mnist,10000,2000,12,64,0.05,tanh,True,1.0,0.001,10.0,ep,nudge_0.01,plus,
