variant,method,target_mode,beta_sign,seed,dataset,n_epochs,infer_steps,infer_lr,weight_lr,activation,best_epoch,best_test_error,final_test_error,final_test_cost,final_test_energy,final_train_error,final_train_cost,final_train_energy,objective,state_delta,saturation,weight_abs_mean,weight_update_rel_mean,duration_sec,device,training_iteration,config/experiment_name,config/variant,config/weight_lr,config/seed,config/dataset,config/n_samples,config/test_size,config/noise,config/hidden_sizes,config/batch_size,config/n_epochs,config/infer_steps,config/infer_lr,config/activation,config/bias,config/state_clip
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,7,twomoons,30.0,15.0,0.05,0.001,tanh,17,0.12980769230769232,0.5072115384615384,0.24581477275261512,6.965621288006123,0.28125,0.20744827181100844,7.301234016418457,-26.209103507995607,0.0908503562087814,0.003054123711340206,0.7218822420636812,0.0025538533357617327,448.3557034372352,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,0.001,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p001_plus,dplus,nudge_0.001,plus,2025,twomoons,30.0,15.0,0.05,0.001,tanh,0,0.5,0.5,0.5918169709352347,1.1422617710553682,0.499375,0.5930926704406738,1.1986164474487304,6.359757244354114e-05,0.006410122038796543,0.0,0.05932259841867865,0.0003398670451355961,207.63791980315,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p001_plus,0.001,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,42,twomoons,30.0,15.0,0.05,0.001,tanh,6,0.1201923076923077,0.3269230769230769,0.20274833876353043,6.682085954225981,0.21375,0.19660048574209213,7.182135229110718,-32.390623054504395,0.08725752237563332,0.003740335051546393,0.6188068725044528,0.001697992122340875,476.77617003023624,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,0.001,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p001_plus,dplus,nudge_0.001,plus,7,twomoons,30.0,15.0,0.05,0.001,tanh,0,0.31009615384615385,0.31009615384615385,0.5054702323216659,1.2810897460350623,0.27875,0.5019363993406296,1.2792467164993286,6.652496129390784e-05,0.0047945789325361445,0.0,0.06002861165472571,0.0003395041567586593,245.02229631738737,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p001_plus,0.001,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plusminus,dplus,nudge_0.01,plusminus,2025,twomoons,30.0,15.0,0.05,0.0001,tanh,0,0.5,0.5,0.5941704786740817,1.139942425947923,0.499375,0.5954381835460663,1.196221570968628,0.0012461481685750186,0.0322031509418351,0.0,0.059040357019249215,0.0003372635896279079,331.80357234273106,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plusminus,0.0001,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plusminus,dplus,nudge_0.01,plusminus,2025,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.5,0.5,0.5941143402686486,1.1396202582579393,0.499375,0.5953823494911193,1.1958894801139832,0.0012459796480834484,0.0322006720971937,0.0,0.05901974839591099,0.00031510333956796463,296.88883704086766,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plusminus,1e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_direct,dplus,direct_clamp,plus,7,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.505752253990907,1.2761420286618745,0.27625,0.5022081971168518,1.2744386410713195,0.03969495967030525,0.18056101896179222,0.0,0.05978406329812855,0.00032177853502089385,218.73121936200187,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_direct,1e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p001_plus,dplus,nudge_0.001,plus,2025,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.5,0.5,0.5940930659954364,1.139614196924063,0.499375,0.5953612732887268,1.1958833050727844,6.317445433523972e-05,0.006429468202404678,0.0,0.05902051022491177,0.00031582606338975266,187.47954596485943,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p001_plus,1e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,2025,twomoons,30.0,15.0,0.05,0.0001,tanh,10,0.1346153846153846,0.16346153846153846,0.20472452502984267,2.6056845554938683,0.15125,0.20546740502119065,2.5812491464614866,-56.18859107971191,0.09988765060901642,0.0,0.29487989459807673,0.0005522471235498815,460.890718374867,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,0.0001,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_direct,dplus,direct_clamp,plus,7,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.5020083945531112,1.2765657718365009,0.274375,0.498522469997406,1.2748578238487243,0.039402524456381795,0.1795667863311246,0.0,0.06000286753435,0.0003361111434102832,265.8709373236634,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_direct,5e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
bp_tanh,bp,,,42,twomoons,,,,1e-05,,22,0.78125,0.78125,0.7153558593529922,,0.754375,0.7133900296688079,,,,,,,12.283830666914582,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,bp_tanh,1e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
bp_tanh,bp,,,2025,twomoons,,,,5e-05,,29,0.3173076923076923,0.3173076923076923,0.6584403881659875,,0.31125,0.6573259162902833,,,,,,,13.626205118838698,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,bp_tanh,5e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,42,twomoons,30.0,15.0,0.05,0.0001,tanh,5,0.12740384615384615,0.14423076923076922,0.16624191174140343,2.920907552425678,0.153125,0.17180638283491134,2.8864769029617308,-62.3037459564209,0.09183672076091169,0.0,0.28637717321515077,0.0005677762048262737,634.4996170070954,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,0.0001,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plusminus,dplus,nudge_0.01,plusminus,2025,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.5,0.5,0.5941358896402212,1.139765711931082,0.499375,0.5954036951065064,1.1960395002365112,0.0012460494530387224,0.03220164739293977,0.0,0.05902893785681282,0.0003344818696415916,317.5782480551861,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plusminus,5e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p1_plus,dplus,nudge_0.1,plus,42,twomoons,30.0,15.0,0.05,5e-05,tanh,20,0.2644230769230769,0.2644230769230769,0.44731829028863174,1.2066456446280847,0.266875,0.4487268775701523,1.2103136610984802,0.024223173148930074,0.1371032060061892,0.0,0.05713861047883101,0.00033485734540280394,238.126588920597,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p1_plus,5e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_gradual_100_0p01_plus,dplus,gradual_clamp_100_0.01,plus,7,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.5044907996287713,1.2773664547846868,0.27625,0.5009669005870819,1.2756304264068603,0.010888594519346952,0.11066451044132312,0.0,0.05991901867739654,0.00033888024851607356,489.70167490420863,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_gradual_100_0p01_plus,5e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plus,dplus,nudge_0.01,plus,7,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.5065714533512409,1.2761009014569795,0.276875,0.5030145013332367,1.2743970251083374,0.00089110690751113,0.027699917075224224,0.0,0.05973904528410825,0.00031884583692874213,181.28126654634252,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plus,1e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plus,dplus,nudge_0.01,plus,7,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.5060125107948596,1.2763410714956431,0.276875,0.5024647462368012,1.2746314096450806,0.0008900706772692502,0.027673176528575528,0.0,0.05977862147020808,0.0003353060891513356,270.7784390677698,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plus,5e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p001_plus,dplus,nudge_0.001,plus,7,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.5066467867447779,1.2763099670410156,0.276875,0.5030888772010803,1.2745999479293824,6.584821254364215e-05,0.004807544876821338,0.0,0.05974402173721062,0.0003341378653618179,225.2759725600481,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p001_plus,5e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_gradual_100_0p01_plus,dplus,gradual_clamp_100_0.01,plus,2025,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.5,0.5,0.5916873124929575,1.1397269047223604,0.499375,0.5929656541347503,1.196004478931427,0.01199788462370634,0.12228126397977268,0.0,0.05919442376164475,0.00033887863444704116,467.6149675762281,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_gradual_100_0p01_plus,5e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plusminus,dplus,nudge_0.01,plusminus,7,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.5067061025362748,1.2760945650247426,0.276875,0.5031471526622773,1.2743906331062318,0.001098104149568826,0.029863447442961245,0.0,0.05973210377228403,0.00031569386314904863,230.9629931631498,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plusminus,1e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
bp_tanh,bp,,,7,twomoons,,,,5e-05,,29,0.24759615384615385,0.24759615384615385,0.6726171786968524,,0.235625,0.6701041316986084,,,,,,,12.674274460878223,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,bp_tanh,5e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_nudge_0p01_plus,ep,nudge_0.01,plus,7,twomoons,30.0,15.0,0.05,1e-05,tanh,25,0.2548076923076923,0.2620192307692308,0.37724039875544035,1.2926208881231456,0.2175,0.37519540667533874,1.2913525891304016,-8.813827276229858,0.023410650330285235,0.0,0.07287289671716282,0.0003377754987106529,195.3031446649693,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_nudge_0p01_plus,1e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plusminus,dplus,nudge_0.01,plusminus,42,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.2668269230769231,0.2668269230769231,0.4505634560034825,1.2066950247837946,0.270625,0.451921808719635,1.210367488861084,0.0009699936769902706,0.028335367328642554,0.0,0.056934003617027724,0.0003324623248595918,241.13369427481666,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plusminus,1e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_gradual_100_0p01_plus,dplus,gradual_clamp_100_0.01,plus,2025,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.5,0.5,0.5936221709618201,1.1396129773213313,0.499375,0.5948922395706177,1.1958831286430358,0.012034893166273833,0.12258769049619636,0.0,0.05905294963237116,0.00033508444419385887,407.7511860220693,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_gradual_100_0p01_plus,1e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_nudge_0p01_plus,ep,nudge_0.01,plus,7,twomoons,30.0,15.0,0.05,5e-05,tanh,18,0.21875,0.21875,0.23399013395492846,1.2109086696918194,0.175,0.22986365467309952,1.2165851378440857,-12.368174304962158,0.023094100458547477,0.0,0.1103528566534321,0.0003374336257839004,275.4715292910114,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_nudge_0p01_plus,5e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plusminus,dplus,nudge_0.01,plusminus,42,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.2668269230769231,0.2668269230769231,0.45056761915867144,1.2067942711023183,0.270625,0.4519259124994278,1.2104654121398926,0.0009700192650780082,0.028335598643558724,0.0,0.05694020827062623,0.00035267864872251113,294.8781110420823,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plusminus,5e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,42,twomoons,30.0,15.0,0.05,1e-05,tanh,21,0.11778846153846154,0.1346153846153846,0.23542223641505608,1.1356388101210961,0.1325,0.23889795303344727,1.1418648743629456,-37.42471351623535,0.09329863009974364,0.0,0.09823738323990253,0.00034012212641217255,622.2652423921973,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,1e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,7,twomoons,30.0,15.0,0.05,5e-05,tanh,26,0.18269230769230768,0.18269230769230768,0.18566567164201003,0.982167491546044,0.1425,0.17799382507801056,0.983153965473175,-35.77939273834229,0.09132587417339286,0.0,0.21985338876023885,0.0003548069411665996,466.78218766488135,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,5e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p001_plus,dplus,nudge_0.001,plus,2025,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.5,0.5,0.5940098854211661,1.1397290963392992,0.499375,0.5952785384654998,1.1960021471977234,6.319432824966498e-05,0.006428778981789947,0.0,0.05903275074892888,0.0003345153174517999,232.27682816097513,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p001_plus,5e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,42,twomoons,30.0,15.0,0.05,5e-05,tanh,4,0.1201923076923077,0.14903846153846154,0.17109861969947815,0.9045492594058697,0.154375,0.17624810159206392,0.890623744726181,-31.1732776260376,0.09020389294872681,0.0,0.2023848883062601,0.00036642791957067363,461.20072404667735,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,5e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p1_plus,dplus,nudge_0.1,plus,7,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.5059278240570655,1.2761329595859234,0.276875,0.5023811048269272,1.2744294476509095,0.026341126449406147,0.14494976295158263,0.0,0.05977420779446033,0.0003206806543720454,270.1646645977162,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p1_plus,1e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,2025,twomoons,30.0,15.0,0.05,1e-05,tanh,29,0.28846153846153844,0.28846153846153844,0.28396607362307036,1.0764019397588878,0.299375,0.2842961627244949,1.1360937666893005,-39.6020320892334,0.10431520546476047,0.0,0.10238040553405879,0.00032863300711553586,374.6439066999592,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,1e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
bp_tanh,bp,,,7,twomoons,,,,1e-05,,0,0.5072115384615384,0.5072115384615384,0.6818019059988168,,0.49875,0.6800240302085876,,,,,,,12.460166229866445,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,bp_tanh,1e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
bp_tanh,bp,,,42,twomoons,,,,5e-05,,29,0.625,0.625,0.7031395114385165,,0.605,0.7018168354034424,,,,,,,13.077143471688032,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,bp_tanh,5e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plusminus,dplus,nudge_0.01,plusminus,7,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.5067545198477231,1.2763050886300893,0.276875,0.5031950455904007,1.274595069885254,0.0010982324136421084,0.02986560772173107,0.0,0.05974410326000795,0.0003343490156906515,325.3002552110702,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plusminus,5e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_nudge_0p01_plus,ep,nudge_0.01,plus,42,twomoons,30.0,15.0,0.05,5e-05,tanh,15,0.11538461538461539,0.13942307692307693,0.2181594314483496,1.102098217377296,0.131875,0.2217372626066208,1.1086238753795623,-11.712398834228516,0.02294486359537889,0.0,0.10541539503727108,0.00033825906886612216,240.69233658909798,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_nudge_0p01_plus,5e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
bp_tanh,bp,,,2025,twomoons,,,,1e-05,,13,0.49759615384615385,0.49759615384615385,0.6671721293376043,,0.4925,0.6659447455406189,,,,,,,10.804120725020766,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,bp_tanh,1e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p1_plus,dplus,nudge_0.1,plus,2025,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.5,0.5,0.5896211404066819,1.138517874937791,0.499375,0.5909030961990357,1.194761369228363,0.030661190524697304,0.15725130601941298,0.0,0.05925389177567635,0.0003355425507305415,237.88571109529585,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p1_plus,5e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_nudge_0p01_plus,ep,nudge_0.01,plus,2025,twomoons,30.0,15.0,0.05,5e-05,tanh,27,0.19230769230769232,0.19230769230769232,0.2589181867929605,1.0463079122396617,0.17125,0.2588204890489578,1.1052856922149659,-12.571303501129151,0.02551144958939403,0.0,0.11262165390575926,0.0003298886556972621,240.62591980723664,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_nudge_0p01_plus,5e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p001_plus,dplus,nudge_0.001,plus,7,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.31009615384615385,0.31009615384615385,0.5066878016178424,1.2760952986203706,0.276875,0.503129107952118,1.274391338825226,6.581713831110391e-05,0.0048079673231889814,0.0,0.05973207658315329,0.00031555322647690536,182.08839702000841,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p001_plus,1e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_gradual_100_0p01_plus,dplus,gradual_clamp_100_0.01,plus,42,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.2668269230769231,0.2668269230769231,0.45016263539974505,1.2067690445826604,0.27,0.4515270429849625,1.2104400134086608,0.011477289590984582,0.10635825549562776,0.0,0.05696607876995736,0.0003347240336766983,624.1898944238201,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_gradual_100_0p01_plus,1e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,2025,twomoons,30.0,15.0,0.05,5e-05,tanh,24,0.13221153846153846,0.13942307692307693,0.2100050552533223,0.9284473290810218,0.131875,0.21012307554483414,0.9525417387485504,-33.80498222351074,0.10091608066732682,0.0,0.20563737904032067,0.000398598637642599,636.4084995207377,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,5e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_direct,dplus,direct_clamp,plus,2025,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.5,0.5,0.5930061569580665,1.1393085534756,0.499375,0.5942777371406556,1.1955704021453857,0.04587162472307682,0.19679525522049512,0.0,0.05907505480429676,0.00032155430688088,239.94069512514398,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_direct,1e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p001_plus,dplus,nudge_0.001,plus,42,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.2668269230769231,0.2668269230769231,0.4504711077763484,1.206790098777184,0.270625,0.4518307912349701,1.2104612016677856,5.5438060808228326e-05,0.005090234767024715,0.0,0.056946169908160905,0.0003338479429657369,241.28968511568382,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p001_plus,5e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plus,dplus,nudge_0.01,plus,2025,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.5,0.5,0.5939574837684631,1.1395763158798218,0.499375,0.5952262818813324,1.1958445835113525,0.0011052476707845925,0.03115669944634041,0.0,0.05902783421599663,0.00031822121703613005,184.88627219107002,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plus,1e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,7,twomoons,30.0,15.0,0.05,0.0001,tanh,25,0.1658653846153846,0.16826923076923078,0.1756149438711313,2.7698565079615665,0.131875,0.16481177479028702,2.7117708921432495,-65.06255470275879,0.09100580933814248,0.0,0.30474432973191146,0.0005494613582319946,471.86191686522216,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,0.0001,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_nudge_0p01_plus,ep,nudge_0.01,plus,2025,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.5,0.5,0.4316446827008174,1.1354990097192617,0.499375,0.43321781694889067,1.1927264332771301,-11.39326894760132,0.026677718039912476,0.0,0.07352536351846842,0.0003389780185613367,192.24822647031397,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_nudge_0p01_plus,1e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plus,dplus,nudge_0.01,plus,2025,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.5,0.5,0.5932702834789569,1.1395241755705614,0.499375,0.5945410323143006,1.1957922601699829,0.0011037653707899153,0.031127087942635016,0.0,0.05906917623875587,0.00033523991220926947,270.72443702491,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plus,5e-05,2025,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p001_plus,dplus,nudge_0.001,plus,42,twomoons,30.0,15.0,0.05,1e-05,tanh,0,0.2668269230769231,0.2668269230769231,0.4505462898657872,1.2066937134816096,0.270625,0.4519049191474915,1.2103661751747132,5.542678845813498e-05,0.0050908244866877785,0.0,0.05693519337871212,0.000314313771286469,240.19603975396603,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p001_plus,1e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_nudge_0p01_plus,dplus,nudge_0.01,plus,42,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.2668269230769231,0.2668269230769231,0.449940773156973,1.2067640744722807,0.27,0.4513086795806885,1.2104347276687621,0.0008949308411683887,0.026758401188999418,0.0,0.05697797644839626,0.0003344603312650577,242.39657998504117,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_nudge_0p01_plus,5e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
dplus_gradual_100_0p01_plus,dplus,gradual_clamp_100_0.01,plus,42,twomoons,30.0,15.0,0.05,5e-05,tanh,0,0.2668269230769231,0.2668269230769231,0.44855979543465835,1.2071854518010066,0.26875,0.4499483686685562,1.2108496570587157,0.011443078387528657,0.1061338187692066,0.0,0.057100466678583456,0.0003388065132337609,482.8060093293898,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,dplus_gradual_100_0p01_plus,5e-05,42,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
ep_gradual_100_0p01_plus,ep,gradual_clamp_100_0.01,plus,7,twomoons,30.0,15.0,0.05,1e-05,tanh,24,0.22115384615384615,0.22355769230769232,0.25525167699043566,1.2524214065991914,0.181875,0.2518661570549011,1.2564943170547485,-41.95702735900879,0.09440385883674024,0.0,0.1052956230659038,0.0003382678780328982,385.28826475003734,cuda,1,_workspace_ThreeQ_dthreeq_twomoons_screen_v1,ep_gradual_100_0p01_plus,1e-05,7,twomoons,2000,0.2,0.1,"[128, 64]",32,30,15,0.05,tanh,True,1.0
