variant,best_valid_error_mean,best_valid_error_std,best_valid_error_min,best_valid_error_max,final_valid_error_mean,final_valid_error_std,final_valid_error_min,final_valid_error_max,final_train_error_mean,final_train_error_std,final_train_error_min,final_train_error_max,rho_mean,rho_std,rho_min,rho_max,saturation_mean,saturation_std,saturation_min,saturation_max,state_delta_l1_mean,state_delta_l1_std,state_delta_l1_min,state_delta_l1_max,state_delta_l2_mean,state_delta_l2_std,state_delta_l2_min,state_delta_l2_max,weight_abs_mean_mean,weight_abs_mean_std,weight_abs_mean_min,weight_abs_mean_max,weight_update_rel_mean_mean,weight_update_rel_mean_std,weight_update_rel_mean_min,weight_update_rel_mean_max,duration_sec_mean,duration_sec_std,duration_sec_min,duration_sec_max,final_minus_best_mean
ep_cost_w50,0.17833333648741242,0.03253203564401196,0.1450000025331974,0.2100000027567148,0.2816666737198829,0.1600260474805365,0.1700000021606683,0.4650000162422657,0.29208333871016895,0.1892969485294367,0.1587500025518238,0.5087500095367432,0.6409682994087537,0.08262794847739449,0.5463039219379425,0.6986140519380569,0.40835784313725493,0.11694938081807565,0.3154044117647058,0.5396691176470589,0.02441838581580663,0.007538599595147429,0.0162168259499594,0.0310452884063124,0.2617794363449017,0.014749049541920007,0.2485649175941944,0.2776908256113529,1.0956438176954786,0.6777829826214733,0.5596834992989898,1.8575365950353444,0.0014887261530523,0.0003595235419836142,0.0012114154479804,0.0018949282433367,111.6759949917905,1.9465090255308628,109.991064700298,113.80673604784532,0.10333333723247048
ep_cost_w10,0.27666667290031904,0.1673569094787593,0.1450000025331974,0.4650000125169754,0.28166667434076464,0.16158074051453578,0.1600000031292438,0.4650000162422657,0.2983333386791249,0.18725957179165267,0.1500000024214386,0.5087500095367432,0.48078614721695584,0.10755693936113148,0.3634157322347164,0.5746371686458588,0.46283088235294106,0.12268158699859898,0.360845588235294,0.598970588235294,0.0034506197669542994,0.0011625315420604806,0.0021366846805904,0.0043456220300868,0.16036014333367343,0.004487194442928615,0.1558706223964691,0.1648450076580047,0.29294778189311416,0.02327562146237453,0.2680387528613209,0.3141435639932751,0.0006241111845088333,5.156174498541263e-05,0.0005692760814406,0.0006716147299084,85.30977447563782,2.586397193482096,82.7274320339784,87.90020743990317,0.005000001440445601
direct_cost_w50,0.28666667441527044,0.21519371944887375,0.155000002682209,0.535000017285347,0.49333334888021146,0.03685557513481926,0.4650000162422657,0.535000017285347,0.4837500097850958,0.02947456610895559,0.4512500084936618,0.5087500095367432,0.5557548771301906,0.17128602892768865,0.3752730041742325,0.7160573855042458,0.2231617647058823,0.11559245076320039,0.1335661764705882,0.3536397058823529,0.03496460902194177,0.002294742584564878,0.0329497072845697,0.0374623524025082,0.28134367540478705,0.0200509379391889,0.2602592222392559,0.3001698918640613,0.22173917920639116,0.005250607257390317,0.2160397857427597,0.2263795635662973,0.0002956499351775,6.512559887155133e-06,0.0002902218620011,0.0003028712383961,164.96633686311543,6.583291264023587,159.93358073662966,172.4166026627645,0.20666667446494102
ep_tied_w10,0.316666671137015,0.19623540813544557,0.155000002682209,0.5350000113248825,0.6666666815678278,0.13787071101159898,0.535000017285347,0.8100000143051147,0.6616666783889135,0.18221867666629835,0.4912500113248825,0.8537500128149986,0.6607182602087657,0.026970688148934746,0.6380988001823426,0.6905668154358864,0.569044117647059,0.05631930563182758,0.5347794117647059,0.6340441176470588,0.0033497505588456667,0.0006003928175498756,0.0027092372940387,0.0038997431343887,0.1659792446841796,0.0024458440264568367,0.163194216042757,0.167777794227004,0.36255563100179033,0.015996254327610225,0.3441447272896766,0.3730491515249013,0.0013847344634969668,8.343332549240383e-05,0.0013115523273307,0.0014755878666969,81.13955778225015,3.4119503249279175,79.08415989764035,85.07808301132172,0.3500000104308128
direct_linear_w10,0.3266666750113169,0.1827794717245221,0.1650000050663948,0.5250000149011612,0.5266666779915492,0.027537847217051742,0.5000000149011612,0.5550000041723251,0.5200000112255414,0.06538348709307246,0.4750000081956386,0.5950000144541263,0.48138309319814043,0.11008057206160642,0.4136883229017257,0.6084012672305107,0.28029411764705886,0.11953535715912342,0.178235294117647,0.4118014705882354,0.012016361835412666,0.0010923866338262847,0.0112347940681502,0.0132645676843822,0.04197678895046306,0.017187706712844322,0.0224455743096768,0.054794609081,0.21997442605594789,0.005286662155957929,0.2166452919133007,0.2260702961124479,0.00039633915457063337,1.2494826233097906e-05,0.0003826726973352,0.000407177585127,104.0072895406435,4.094026635741204,101.55581717472523,108.73356375703588,0.2000000029802323
direct_cost_w10,0.39333334329227604,0.20361320202869376,0.1600000027567148,0.535000017285347,0.4600000088413556,0.12990381486926064,0.3100000038743019,0.535000017285347,0.44875000972921647,0.15081031498847638,0.2812500054948031,0.5737500123679637,0.47134570057193437,0.08140537182159502,0.4030626446008682,0.5614327624440193,0.2914705882352941,0.1243005897980172,0.1832720588235294,0.4272426470588235,0.004921369475778166,0.0007755904418592685,0.0040348847163841,0.0054748348658904,0.16199737675487993,0.0020999809630383687,0.1600339442491531,0.1642114158719778,0.216915884707123,0.006742975757779865,0.2118007798679173,0.2245571856386959,0.0003974088606153,5.321662413453546e-06,0.0003927423989578,0.00040320448838,107.4007738440608,6.2384034952210925,101.8700774940662,114.16314923716708,0.06666666554907957
ep_cost_w2,0.41166667789220807,0.20930441042810194,0.1700000032782554,0.535000017285347,0.5200000127156575,0.02179449923020365,0.4950000077486038,0.535000017285347,0.5066666781902314,0.019618763268884478,0.4912500113248825,0.5287500128149987,0.3787230409681797,0.12781092676060815,0.2694349512457847,0.5192607298493386,0.5312254901960783,0.12248298649890008,0.4536397058823528,0.6724264705882352,0.0003545710438629,8.186609386669047e-05,0.0002600842126412,0.000404311731836,0.04607186485081904,0.0009307049088264659,0.0450509609654545,0.046873053908348,0.22178941359743473,0.004445557417022378,0.2173856362700462,0.2262756051495671,0.0002615587218563667,6.6501993052746926e-06,0.0002567477446075,0.000269147455047,77.3742503489678,3.1495842907685447,75.3277914589271,81.00110912881792,0.10833333482344948
