epoch,E,delta,rho,u_10,u_11,u_12,u_13,u_14,u_15,u_16,u_17,u_18,u_19
# n,30
# n_clamped,10
# n_tracked,10
# Lg,8.0
# seed,0
# lr,0.1
# num_epochs,100
# log_every,1
1,60.70051574707031,4.704076766967773,0.8034738302230835,-1.3477783203125,1.4769302606582642,0.16932560503482819,0.1883692443370819,0.9921373128890991,1.103346824645996,0.08864402770996094,1.0194908380508423,1.399426817893982,0.5923925042152405
2,37.07972717285156,3.6370060443878174,0.8034738302230835,-1.1152697801589966,0.91954106092453,0.02985748089849949,0.4078909158706665,0.734931230545044,1.035276174545288,0.25214487314224243,0.915834903717041,1.3123364448547363,0.23985186219215393
3,26.436458587646484,2.8428101539611816,0.8659491539001465,-0.9615821242332458,0.5297670364379883,-0.10234256088733673,0.5124813318252563,0.511561393737793,0.9679592251777649,0.3706894516944885,0.8562411665916443,1.1918559074401855,-0.009136173874139786
4,20.510089874267578,2.269937753677368,0.8659491539001465,-0.8596836924552917,0.27272146940231323,-0.2103448361158371,0.5461066365242004,0.32735028862953186,0.8940065503120422,0.457611083984375,0.8181597590446472,1.0619181394577026,-0.16353030502796173
5,16.983938217163086,1.8208112716674805,0.8659491539001465,-0.7970104217529297,0.10710859298706055,-0.28756213188171387,0.5400590300559998,0.17512941360473633,0.8034343719482422,0.5260580778121948,0.7841796278953552,0.9385528564453125,-0.23985035717487335
6,14.952378273010254,1.5014221668243408,0.9517126083374023,-0.7588509321212769,0.008244233205914497,-0.3379150629043579,0.5078378915786743,0.05537531152367592,0.7045457363128662,0.574638307094574,0.7444961071014404,0.8230181932449341,-0.26001256704330444
7,13.908188819885254,1.2296714782714844,0.8449693918228149,-0.7340191602706909,-0.042430147528648376,-0.3661428987979889,0.46296197175979614,-0.03432746231555939,0.6039333343505859,0.5968421697616577,0.6982232332229614,0.7143309712409973,-0.2388971447944641
8,13.102774620056152,0.9296014904975891,0.8449693918228149,-0.7124838829040527,-0.07129105925559998,-0.37387001514434814,0.42046061158180237,-0.09330623596906662,0.5102452039718628,0.5950045585632324,0.6469732522964478,0.6114766001701355,-0.20699889957904816
9,12.5888090133667,0.7412910461425781,0.8449693918228149,-0.692475438117981,-0.08592882752418518,-0.3654744029045105,0.3823765218257904,-0.1291235238313675,0.4243831932544708,0.5769437551498413,0.5913563966751099,0.5179501175880432,-0.17077617347240448
