epoch,E,delta,rho,u_10,u_11,u_12,u_13,u_14,u_15,u_16,u_17,u_18,u_19
# n,30
# n_clamped,10
# n_tracked,10
# Lg,12.0
# seed,0
# lr,0.1
# num_epochs,100
# log_every,1
10,18.546493530273438,0.9539142847061157,1.267451524734497,-1.5102962255477905,-0.17267704010009766,-0.6407914757728577,0.5754172205924988,-0.2596813440322876,0.3642290234565735,1.132401704788208,0.9469015598297119,0.4971555471420288,-0.03897878900170326
11,18.255897521972656,0.992097795009613,1.2184926271438599,-1.5236550569534302,-0.13464950025081635,-0.5850522518157959,0.5274950861930847,-0.2245391607284546,0.2763637900352478,1.0926494598388672,0.85382479429245,0.37785083055496216,0.03711789473891258
12,18.12200355529785,1.0093369483947754,1.2184926271438599,-1.5148037672042847,-0.09468039870262146,-0.5256461501121521,0.4754566550254822,-0.18658113479614258,0.20242153108119965,1.0463283061981201,0.7545512318611145,0.273807168006897,0.10213044285774231
13,18.115055084228516,1.0677168369293213,1.2184926271438599,-1.4852654933929443,-0.05671198293566704,-0.4670259654521942,0.4199145436286926,-0.15145988762378693,0.13961313664913177,0.9967229962348938,0.6512792110443115,0.18778777122497559,0.15507549047470093
14,18.09024429321289,1.1065096855163574,1.2184926271438599,-1.4365516901016235,-0.020711513236165047,-0.41256219148635864,0.36175763607025146,-0.12043756246566772,0.0881451666355133,0.943538248538971,0.5468641519546509,0.11874298006296158,0.1958184689283371
15,18.007633209228516,1.1113708019256592,1.3575990200042725,-1.3705065250396729,0.013153224252164364,-0.364371657371521,0.3022228479385376,-0.09449590742588043,0.047860000282526016,0.8865867853164673,0.44390660524368286,0.06555105745792389,0.22476662695407867
16,17.86770248413086,1.0849840641021729,1.3575990200042725,-1.2889947891235352,0.044588834047317505,-0.32379546761512756,0.2439705729484558,-0.07329797744750977,0.020703112706542015,0.8263798952102661,0.3439447283744812,0.026885494589805603,0.24284227192401886
17,17.67369842529297,1.0287269353866577,1.3575990200042725,-1.1943210363388062,0.07323125749826431,-0.2914818227291107,0.19007772207260132,-0.05645391717553139,0.009079947136342525,0.7643260955810547,0.24859946966171265,0.0015535500133410096,0.2510922849178314
18,17.396474838256836,0.9539000988006592,1.1135362386703491,-1.0899343490600586,0.09866593033075333,-0.2671942710876465,0.14149577915668488,-0.04560720920562744,0.010928895324468613,0.7017601132392883,0.16122494637966156,-0.011341007426381111,0.25035014748573303
19,17.006975173950195,0.8867580890655518,1.1145280599594116,-0.9794420003890991,0.11980309337377548,-0.25222650170326233,0.10030253976583481,-0.04166458174586296,0.024145931005477905,0.6397003531455994,0.08499452471733093,-0.013225913047790527,0.2411053329706192
20,16.303203582763672,0.807957112789154,1.1145280599594116,-0.8723865151405334,0.14016464352607727,-0.23734967410564423,0.07329411059617996,-0.04285382479429245,0.04087402671575546,0.5824964642524719,0.02606453187763691,-0.008281957358121872,0.22952184081077576
21,15.662778854370117,0.7517326474189758,0.9262112379074097,-0.7709853649139404,0.15969936549663544,-0.22274933755397797,0.05549095198512077,-0.04748847708106041,0.059217482805252075,0.533738374710083,-0.017785243690013885,0.0037677609361708164,0.21605713665485382
22,15.025487899780273,0.6732933521270752,0.9262112379074097,-0.6791282296180725,0.1754293143749237,-0.20821207761764526,0.04379959776997566,-0.053927913308143616,0.0763060599565506,0.49279507994651794,-0.050423502922058105,0.02074018307030201,0.2014101892709732
23,14.373444557189941,0.5728195905685425,0.9262112379074097,-0.5988979339599609,0.18545515835285187,-0.19560235738754272,0.036806680262088776,-0.06082771718502045,0.09058016538619995,0.45903661847114563,-0.07421927899122238,0.04033011198043823,0.18529342114925385
24,13.846053123474121,0.49488064646720886,0.9262112379074097,-0.5292688608169556,0.18986600637435913,-0.18590418994426727,0.033331435173749924,-0.0683731734752655,0.10266199707984924,0.4305565059185028,-0.0913485437631607,0.060487665235996246,0.16807882487773895
25,13.418828964233398,0.4289802014827728,0.9262112379074097,-0.4691471457481384,0.18904483318328857,-0.1793368011713028,0.03242174908518791,-0.07677359133958817,0.11286267638206482,0.4056776165962219,-0.10336101800203323,0.07981017976999283,0.15024447441101074
26,13.072114944458008,0.3814871907234192,0.9262112379074097,-0.41742002964019775,0.1835491955280304,-0.1756671965122223,0.03334413841366768,-0.08618227392435074,0.12131765484809875,0.3829878866672516,-0.11136550456285477,0.09734798967838287,0.13227751851081848
27,12.78920841217041,0.3386690318584442,0.9262112379074097,-0.37299731373786926,0.17402997612953186,-0.17441724240779877,0.035551559180021286,-0.09666352719068527,0.12807294726371765,0.36135050654411316,-0.1161612868309021,0.11247619986534119,0.11462211608886719
28,12.555852890014648,0.3008463978767395,0.9262112379074097,-0.3348435163497925,0.16117624938488007,-0.17499832808971405,0.0386434942483902,-0.108186736702919,0.13313691318035126,0.33989688754081726,-0.11833339929580688,0.12480966746807098,0.09765401482582092
29,12.360069274902344,0.268643856048584,0.9262112379074097,-0.30200064182281494,0.14567787945270538,-0.1767968088388443,0.04232688248157501,-0.12063492834568024,0.13650944828987122,0.3180079758167267,-0.11832286417484283,0.13414530456066132,0.08167088031768799
30,12.192028045654297,0.24339424073696136,0.9262112379074097,-0.27360209822654724,0.12820011377334595,-0.1792265623807907,0.0463823527097702,-0.13382016122341156,0.13819661736488342,0.2952878177165985,-0.11647874116897583,0.14042139053344727,0.06689178198575974
31,12.043864250183105,0.22523081302642822,0.9262112379074097,-0.248879536986351,0.10936656594276428,-0.1817595362663269,0.05063769593834877,-0.14750130474567413,0.13821692764759064,0.27153274416923523,-0.11309626698493958,0.14368706941604614,0.053462009876966476
32,11.909486770629883,0.21372336149215698,0.9262112379074097,-0.22716385126113892,0.08974792808294296,-0.18394172191619873,0.05494874715805054,-0.16140173375606537,0.13660301268100739,0.24669834971427917,-0.1084439605474472,0.14407800137996674,0.04146082326769829
33,11.784305572509766,0.21059581637382507,1.140554428100586,-0.20788195729255676,0.06985506415367126,-0.18539981544017792,0.05918702110648155,-0.17522571980953217,0.13340120017528534,0.2208668291568756,-0.1027815118432045,0.14179587364196777,0.030910693109035492
34,11.645625114440918,0.20912528038024902,1.093462347984314,-0.19147129356861115,0.050253622233867645,-0.18492013216018677,0.06451255083084106,-0.18854713439941406,0.1280151903629303,0.1942245066165924,-0.09576041996479034,0.1364220678806305,0.02243070676922798
35,11.494872093200684,0.20953193306922913,1.093462347984314,-0.17792201042175293,0.03225889056921005,-0.18180853128433228,0.07086992263793945,-0.2005377858877182,0.12001460790634155,0.16849291324615479,-0.0870554968714714,0.1285269558429718,0.016175156459212303
36,11.358308792114258,0.21102340519428253,1.093462347984314,-0.16677561402320862,0.015959518030285835,-0.17635272443294525,0.07747957855463028,-0.21076209843158722,0.10965549200773239,0.14410428702831268,-0.07764951884746552,0.11860506981611252,0.011895027942955494
37,11.23633861541748,0.21200793981552124,1.093462347984314,-0.1576855182647705,0.0010159702505916357,-0.16882964968681335,0.0838705375790596,-0.21905450522899628,0.09720657765865326,0.1208440437912941,-0.06860291957855225,0.1068524420261383,0.009359866380691528
38,11.125137329101562,0.2125077247619629,0.9723702073097229,-0.15028785169124603,-0.012792907655239105,-0.15946656465530396,0.08964286744594574,-0.22533346712589264,0.08290023356676102,0.09858454018831253,-0.060699790716171265,0.09350079298019409,0.008297734893858433
39,11.027059555053711,0.20947805047035217,0.9861173629760742,-0.14390809834003448,-0.02559816837310791,-0.14864276349544525,0.09560514241456985,-0.22857515513896942,0.0692843347787857,0.07771153002977371,-0.055331338196992874,0.07875435799360275,0.008557717315852642
40,10.933948516845703,0.20671355724334717,0.9861173629760742,-0.13882118463516235,-0.036289505660533905,-0.1367122232913971,0.10187839716672897,-0.22890923917293549,0.05727193504571915,0.05944207310676575,-0.05117347463965416,0.062429144978523254,0.009538872167468071
41,10.854264259338379,0.20208168029785156,0.9861173629760742,-0.13527819514274597,-0.043889183551073074,-0.12400873005390167,0.10825677961111069,-0.22665372490882874,0.047457315027713776,0.04455716907978058,-0.04708901047706604,0.044618986546993256,0.010866636410355568
42,10.792742729187012,0.19622522592544556,0.9861173629760742,-0.133119598031044,-0.04888875409960747,-0.11057298630475998,0.11385594308376312,-0.2226574420928955,0.03921055048704147,0.032621946185827255,-0.043393757194280624,0.02641015499830246,0.01250450685620308
43,10.74158763885498,0.1886870563030243,0.9861173629760742,-0.13216112554073334,-0.05166446790099144,-0.09648622572422028,0.11821237206459045,-0.21746668219566345,0.031983256340026855,0.02325020730495453,-0.04034259542822838,0.008531351573765278,0.01436701975762844
44,10.696910858154297,0.17975777387619019,0.9600248336791992,-0.13219353556632996,-0.05253390595316887,-0.08188459277153015,0.12112778425216675,-0.2114275097846985,0.02535005658864975,0.016077091917395592,-0.038144245743751526,-0.008555985987186432,0.016359703615307808
45,10.647846221923828,0.16545291244983673,0.9600248336791992,-0.13279764354228973,-0.052054282277822495,-0.06853502243757248,0.12319839000701904,-0.20475636422634125,0.019333871081471443,0.011014938354492188,-0.03638949245214462,-0.024422895163297653,0.017748311161994934
46,10.595968246459961,0.14655479788780212,1.0556426048278809,-0.1334783136844635,-0.05000899359583855,-0.05778927356004715,0.12453722953796387,-0.19738581776618958,0.013996885158121586,0.00874871015548706,-0.034457068890333176,-0.03827793523669243,0.0179841760545969
47,10.576364517211914,0.13302108645439148,1.0460007190704346,-0.133639857172966,-0.04827515035867691,-0.049039069563150406,0.12548764050006866,-0.1892879456281662,0.009163650684058666,0.007686992175877094,-0.03198322653770447,-0.05072152242064476,0.015302435494959354
48,10.583637237548828,0.12110570818185806,0.9660724997520447,-0.13271944224834442,-0.04707808047533035,-0.042206425219774246,0.12618467211723328,-0.1806848794221878,0.004884736612439156,0.006849088240414858,-0.029075412079691887,-0.062078844755887985,0.009875984862446785
49,10.664726257324219,0.11176587641239166,0.8396976590156555,-0.1290740966796875,-0.045393820852041245,-0.03819192200899124,0.12814363837242126,-0.17261384427547455,-0.0004152440233156085,0.005742606241255999,-0.02644912526011467,-0.07297578454017639,0.0033962579909712076
50,10.743176460266113,0.10553090274333954,0.7802742719650269,-0.12340311706066132,-0.04352787882089615,-0.03656856343150139,0.13079211115837097,-0.16491851210594177,-0.005884457379579544,0.004634044598788023,-0.02415616437792778,-0.08344599604606628,-0.0038356937002390623
51,10.815389633178711,0.09650115668773651,0.894508421421051,-0.11648496985435486,-0.04178415611386299,-0.03666974604129791,0.1335596889257431,-0.1585027426481247,-0.011293318122625351,0.0041331276297569275,-0.021506808698177338,-0.09228533506393433,-0.011760024353861809
52,10.888687133789062,0.08890663087368011,0.894508421421051,-0.10889235138893127,-0.0406305156648159,-0.0380847193300724,0.1363031566143036,-0.1534140408039093,-0.016644470393657684,0.004440395161509514,-0.01884631998836994,-0.09946691989898682,-0.020044105127453804
53,10.9588623046875,0.08172518014907837,0.894508421421051,-0.10093767940998077,-0.04027312994003296,-0.04048021137714386,0.13888442516326904,-0.1495392620563507,-0.02166534587740898,0.005625762045383453,-0.016459649428725243,-0.1050768792629242,-0.028453871607780457
54,11.025218963623047,0.07730673253536224,0.894508421421051,-0.09297490119934082,-0.0405789315700531,-0.04355056583881378,0.1411471962928772,-0.14664596319198608,-0.026298610493540764,0.007527802139520645,-0.014476832002401352,-0.10931415110826492,-0.03673156350851059
55,11.086379051208496,0.07224814593791962,0.894508421421051,-0.08526086807250977,-0.041399385780096054,-0.04703906178474426,0.14297644793987274,-0.14453266561031342,-0.03051513060927391,0.009982820600271225,-0.012984294444322586,-0.11235155910253525,-0.04467940703034401
56,11.141359329223633,0.06618810445070267,0.894508421421051,-0.07797171920537949,-0.042586181312799454,-0.05073317885398865,0.14429816603660583,-0.14302822947502136,-0.03430672362446785,0.01283385418355465,-0.012031550519168377,-0.1143423318862915,-0.052151866257190704
57,11.18956184387207,0.059463366866111755,0.894508421421051,-0.07121814042329788,-0.044001560658216476,-0.054460734128952026,0.1450764238834381,-0.14199025928974152,-0.037680719047784805,0.015936756506562233,-0.011637547053396702,-0.1154249757528305,-0.059047799557447433
58,11.230734825134277,0.05269832909107208,0.894508421421051,-0.06505922228097916,-0.04552465304732323,-0.05808629095554352,0.14530865848064423,-0.14130297303199768,-0.040655601769685745,0.019164009019732475,-0.011796477250754833,-0.11572667211294174,-0.0653030276298523
59,11.264923095703125,0.04788019880652428,0.894508421421051,-0.059514716267585754,-0.04705483466386795,-0.061507537961006165,0.14501991868019104,-0.14087438583374023,-0.0432574637234211,0.02240675687789917,-0.012483010068535805,-0.1153654083609581,-0.07088359445333481
60,11.292405128479004,0.04387030005455017,0.894508421421051,-0.05457564815878868,-0.04851286858320236,-0.0646515041589737,0.14425663650035858,-0.14063332974910736,-0.045517079532146454,0.02557547204196453,-0.01365692913532257,-0.11445118486881256,-0.07577985525131226
61,11.313639640808105,0.039742954075336456,0.894508421421051,-0.05021323263645172,-0.04984040930867195,-0.06747070699930191,0.143080472946167,-0.14052625000476837,-0.04746752604842186,0.028599580749869347,-0.015267238020896912,-0.11308649182319641,-0.08000125735998154
62,11.329216003417969,0.03561510890722275,0.894508421421051,-0.04638613015413284,-0.05099842697381973,-0.06993924081325531,0.1415625959634781,-0.14051410555839539,-0.04914229363203049,0.0314263254404068,-0.017255716025829315,-0.1113663911819458,-0.08357192575931549
63,11.339790344238281,0.03209991380572319,0.894508421421051,-0.04304621368646622,-0.05196487903594971,-0.07204898446798325,0.13977855443954468,-0.14056947827339172,-0.05057389289140701,0.0340191088616848,-0.019560009241104126,-0.10937829315662384,-0.08652689307928085
64,11.346052169799805,0.029671451076865196,0.894508421421051,-0.04014293849468231,-0.05273203179240227,-0.07380592823028564,0.13780398666858673,-0.14067386090755463,-0.051792826503515244,0.036355506628751755,-0.02211623266339302,-0.10720165073871613,-0.08890893310308456
65,11.348690032958984,0.027631467208266258,0.894508421421051,-0.03762649744749069,-0.05330360680818558,-0.07522686570882797,0.13571114838123322,-0.14081531763076782,-0.052826959639787674,0.038425154983997345,-0.024861155077815056,-0.10490768402814865,-0.09076589345932007
66,11.348365783691406,0.02561086229979992,0.894508421421051,-0.03544996306300163,-0.05369200184941292,-0.07633630931377411,0.13356637954711914,-0.1409865766763687,-0.05370117723941803,0.040227580815553665,-0.02773396670818329,-0.1025591641664505,-0.0921485424041748
67,11.34569263458252,0.02368115447461605,0.894508421421051,-0.033570609986782074,-0.05391572788357735,-0.077163927257061,0.13142824172973633,-0.14118336141109467,-0.05443727970123291,0.04177014157176018,-0.030677661299705505,-0.10021036863327026,-0.09310877323150635
68,11.341225624084473,0.021841801702976227,0.894508421421051,-0.03195055574178696,-0.053997088223695755,-0.07774224877357483,0.12934648990631104,-0.1414031833410263,-0.055054064840078354,0.043066106736660004,-0.03364008292555809,-0.0979071781039238,-0.09369819611310959
69,11.335448265075684,0.020029906183481216,0.894508421421051,-0.030556904152035713,-0.05396023392677307,-0.07810485363006592,0.12736162543296814,-0.14164434373378754,-0.05556754767894745,0.04413294419646263,-0.03657463192939758,-0.09568732976913452,-0.0939670279622078
70,11.328781127929688,0.018335610628128052,0.894508421421051,-0.029361555352807045,-0.05382957682013512,-0.07828491926193237,0.1255049705505371,-0.14190532267093658,-0.05599125847220421,0.04499082267284393,-0.03944072872400284,-0.09358080476522446,-0.09396325051784515
71,11.321571350097656,0.017071709036827087,0.894508421421051,-0.028340768069028854,-0.053628552705049515,-0.07831414043903351,0.12379906326532364,-0.14218439161777496,-0.056336577981710434,0.04566137120127678,-0.04220397770404816,-0.091610386967659,-0.09373196214437485
72,11.314105987548828,0.015921495854854584,0.894508421421051,-0.027474580332636833,-0.05337872728705406,-0.07822193205356598,0.12225846946239471,-0.1424793303012848,-0.05661308392882347,0.04616665467619896,-0.04483618214726448,-0.08979227393865585,-0.09331496804952621
73,11.306612968444824,0.014737813733518124,0.894508421421051,-0.02674620971083641,-0.053099192678928375,-0.07803493738174438,0.12089067697525024,-0.142787367105484,-0.056828904896974564,0.04652839154005051,-0.04731513932347298,-0.08813675493001938,-0.09275048971176147
74,11.299266815185547,0.013496015220880508,0.894508421421051,-0.026141425594687462,-0.05280626192688942,-0.07777676731348038,0.11969713866710663,-0.14310525357723236,-0.056991010904312134,0.04676734283566475,-0.049624327570199966,-0.08664898574352264,-0.09207302331924438
75,11.292200088500977,0.012271981686353683,0.894508421421051,-0.025647981092333794,-0.05251331627368927,-0.07746788114309311,0.11867434531450272,-0.14342930912971497,-0.05710548162460327,0.046902913600206375,-0.051752474159002304,-0.08532969653606415,-0.09131331741809845
76,11.285503387451172,0.011113142594695091,0.894508421421051,-0.025255117565393448,-0.05223088338971138,-0.07712564617395401,0.11781486868858337,-0.14375561475753784,-0.05717773362994194,0.04695286974310875,-0.05369305610656738,-0.0841759443283081,-0.0904984101653099
77,11.279236793518066,0.010062368586659431,0.894508421421051,-0.02495315484702587,-0.05196680128574371,-0.0767645314335823,0.11710836738348007,-0.14408014714717865,-0.05721268802881241,0.046933215111494064,-0.05544375628232956,-0.08318181335926056,-0.08965178579092026
78,11.273439407348633,0.009107088670134544,0.894508421421051,-0.0247331652790308,-0.051726482808589935,-0.07639628648757935,0.11654245108366013,-0.14439895749092102,-0.057214900851249695,0.04685812443494797,-0.057005900889635086,-0.0823390781879425,-0.08879350125789642
79,11.2681245803833,0.00820008572191,0.894508421421051,-0.024586748331785202,-0.05151322856545448,-0.07603025436401367,0.11610348522663116,-0.14470833539962769,-0.05718865990638733,0.046739984303712845,-0.058383893221616745,-0.08163780719041824,-0.08794043213129044
80,11.263298988342285,0.00730385584756732,0.894508421421051,-0.02450585924088955,-0.05132857710123062,-0.0756736546754837,0.11577725410461426,-0.14500489830970764,-0.057138022035360336,0.04658947512507439,-0.05958465859293938,-0.08106689155101776,-0.08710649609565735
81,11.258947372436523,0.006429728120565414,0.894508421421051,-0.0244827251881361,-0.051172636449337006,-0.07533185929059982,0.1155494973063469,-0.1452857255935669,-0.05706685408949852,0.04641569405794144,-0.0606171190738678,-0.08061449974775314,-0.08630291372537613
82,11.25505542755127,0.005644368473440409,0.894508421421051,-0.02450980618596077,-0.051044415682554245,-0.07500872015953064,0.115406334400177,-0.14554838836193085,-0.05697883665561676,0.046226292848587036,-0.0614917054772377,-0.080268494784832,-0.08553846925497055
83,11.251602172851562,0.004954224452376366,0.894508421421051,-0.02457980439066887,-0.05094212293624878,-0.0747068002820015,0.11533460766077042,-0.14579102396965027,-0.056877460330724716,0.04602763056755066,-0.062219925224781036,-0.08001676946878433,-0.08481976389884949
84,11.248559951782227,0.0043408870697021484,0.894508421421051,-0.0246856901794672,-0.05086342617869377,-0.07442764192819595,0.11532208323478699,-0.1460123062133789,-0.05676599591970444,0.04582492262125015,-0.06281397491693497,-0.07984747737646103,-0.08415146917104721
85,11.245902061462402,0.003831305308267474,0.894508421421051,-0.024820759892463684,-0.050805676728487015,-0.07417195290327072,0.11535760760307312,-0.14621147513389587,-0.05664748698472977,0.04562239348888397,-0.06328637152910233,-0.07974928617477417,-0.08353659510612488
86,11.243597030639648,0.0034111100248992443,0.894508421421051,-0.024978678673505783,-0.05076608806848526,-0.07393982261419296,0.11543118208646774,-0.14638826251029968,-0.05652472749352455,0.045423418283462524,-0.06364968419075012,-0.07971148937940598,-0.08297669887542725
87,11.241621017456055,0.0031258761882781982,0.894508421421051,-0.025153549388051033,-0.05074189230799675,-0.07373084127902985,0.1155339926481247,-0.14654284715652466,-0.05640023201704025,0.045230645686388016,-0.06391628086566925,-0.07972415536642075,-0.08247213065624237
88,11.23994255065918,0.0028998362831771374,0.894508421421051,-0.02533995546400547,-0.05073042958974838,-0.07354426383972168,0.11565837264060974,-0.14667584002017975,-0.05627623572945595,0.04504610225558281,-0.06409814208745956,-0.07977816462516785,-0.08202220499515533
89,11.238539695739746,0.002661425620317459,0.894508421421051,-0.025533009320497513,-0.05072925612330437,-0.07337908446788788,0.11579775810241699,-0.14678817987442017,-0.05615467205643654,0.04487130045890808,-0.06420668959617615,-0.07986526936292648,-0.08162542432546616
90,11.237380981445312,0.0024304594844579697,0.894508421421051,-0.02572837471961975,-0.05073614791035652,-0.07323414087295532,0.11594659835100174,-0.14688105881214142,-0.056037187576293945,0.044707320630550385,-0.06425268203020096,-0.0799780786037445,-0.08127961307764053
91,11.236449241638184,0.002209964208304882,0.894508421421051,-0.025922279804944992,-0.05074916407465935,-0.07310814410448074,0.11610029637813568,-0.14695590734481812,-0.05592512711882591,0.04455488175153732,-0.06424611806869507,-0.08011005073785782,-0.08098209649324417
92,11.235715866088867,0.002063012681901455,0.894508421421051,-0.026111522689461708,-0.05076662823557854,-0.07299976050853729,0.11625508219003677,-0.14701426029205322,-0.0558195635676384,0.04441440477967262,-0.06419619917869568,-0.08025548607110977,-0.08072981238365173
93,11.235160827636719,0.001903517171740532,0.894508421421051,-0.026293467730283737,-0.05078713968396187,-0.07290763407945633,0.11640792340040207,-0.14705777168273926,-0.05572129413485527,0.04428606480360031,-0.06411129236221313,-0.0804094448685646,-0.08051944524049759
94,11.234761238098145,0.0017789319390431046,0.894508421421051,-0.026465995237231255,-0.05080953612923622,-0.07283040881156921,0.11655643582344055,-0.14708811044692993,-0.055630873888731,0.0441698282957077,-0.06399893760681152,-0.08056773990392685,-0.08034751564264297
95,11.234502792358398,0.0016642711125314236,0.894508421421051,-0.026627499610185623,-0.05083289369940758,-0.0727667585015297,0.11669880151748657,-0.14710694551467896,-0.05554863065481186,0.04406550154089928,-0.06386583298444748,-0.08072683215141296,-0.08021047711372375
96,11.234362602233887,0.001553887501358986,0.894508421421051,-0.02677682600915432,-0.050856489688158035,-0.0727153941988945,0.11683366447687149,-0.14711587131023407,-0.05547470226883888,0.043972745537757874,-0.06371788680553436,-0.08088382333517075,-0.0801047831773758
97,11.234326362609863,0.0014459544327110052,0.894508421421051,-0.026913244277238846,-0.05087977275252342,-0.07267506420612335,0.1169600635766983,-0.14711645245552063,-0.055409036576747894,0.04389111325144768,-0.06356023252010345,-0.08103635162115097,-0.08002694696187973
98,11.234376907348633,0.0013477248139679432,0.894508421421051,-0.027036381885409355,-0.050902340561151505,-0.07264457643032074,0.11707738041877747,-0.14711011946201324,-0.05535145476460457,0.04382007196545601,-0.06339728832244873,-0.0811825543642044,-0.07997360080480576
99,11.23449993133545,0.0012493485119193792,0.894508421421051,-0.02714618667960167,-0.050923898816108704,-0.07262279093265533,0.11718526482582092,-0.14709821343421936,-0.05530165135860443,0.043759021908044815,-0.06323278695344925,-0.08132100850343704,-0.079941526055336
100,11.234682083129883,0.0011502732522785664,0.894508421421051,-0.0272428710013628,-0.0509442575275898,-0.07260863482952118,0.11728359013795853,-0.14708194136619568,-0.05525922030210495,0.043707311153411865,-0.06306985020637512,-0.08145067095756531,-0.07992766797542572
