target_name,method,step_lr,direction_norm_full_mean,direction_norm_full_std,direction_norm_full_min,direction_norm_full_max,direction_norm_forward_mean,direction_norm_forward_std,direction_norm_forward_min,direction_norm_forward_max,free_mse_decrease_raw_mean,free_mse_decrease_raw_std,free_mse_decrease_raw_min,free_mse_decrease_raw_max,free_mse_decrease_bp_normed_mean,free_mse_decrease_bp_normed_std,free_mse_decrease_bp_normed_min,free_mse_decrease_bp_normed_max,free_mse_decrease_raw_positive_rate_mean,free_mse_decrease_raw_positive_rate_std,free_mse_decrease_raw_positive_rate_min,free_mse_decrease_raw_positive_rate_max,feedforward_ce_decrease_raw_mean,feedforward_ce_decrease_raw_std,feedforward_ce_decrease_raw_min,feedforward_ce_decrease_raw_max,feedforward_ce_decrease_bp_normed_mean,feedforward_ce_decrease_bp_normed_std,feedforward_ce_decrease_bp_normed_min,feedforward_ce_decrease_bp_normed_max
gradual_100_0p01_plus,bp,0.001,0.466151495774587,0.12288701621157383,0.3339143047730128,0.5768370380004247,0.466151495774587,0.12288701621157383,0.3339143047730128,0.5768370380004247,0.0002439734008576667,0.00012235177133881984,0.000102753440539,0.0003181397914886,0.0002439734008576667,0.00012235177133881984,0.000102753440539,0.0003181397914886,1.0,0.0,1.0,1.0,0.0002450909879472,0.00012088897141517661,0.0001147389411926,0.0003535151481628,0.0002450909879472,0.00012088897141517661,0.0001147389411926,0.0003535151481628
gradual_100_0p01_plus,dplus,0.001,0.0368783536056677,0.001645520170442986,0.0351400338113307,0.038411907851696,0.0340231779134935,0.0004983061074200481,0.0334507270405689,0.0343597419559955,3.0308961868286133e-05,3.544736773018379e-06,2.6633342107137043e-05,3.37064266204834e-05,0.00038717355993053335,0.00011640350627103896,0.0002530614535013,0.0004619906346003,1.0,0.0,1.0,1.0,1.1059972974989148e-06,3.5559849629557927e-07,6.953875223795573e-07,1.3113021850585938e-06,1.7242299185858832e-05,8.476171073691098e-06,7.4605147043863935e-06,2.242128054300944e-05
gradual_100_0p01_plus,ep,0.001,95.84896130032011,7.661501223044218,87.78556823730469,103.03262074788412,48.69599956936307,1.2950019598392688,47.25321833292643,49.75770886739095,0.04404090510474307,0.009919501327328157,0.0346808383862177,0.054438312848409,0.00022626750999023333,7.67668238191851e-05,0.0001376320918401,0.0002715686957041,1.0,0.0,1.0,1.0,0.0017815960778129998,0.0006976272427743205,0.0009761949380238,0.0021977325280507,1.0798374811808268e-05,6.0167322389794985e-06,3.914038340250651e-06,1.5050172805786133e-05
nudge_0p001_plus,bp,0.001,0.466151495774587,0.12288701621157384,0.3339143047730128,0.5768370380004247,0.466151495774587,0.12288701621157384,0.3339143047730128,0.5768370380004247,0.0002439734008576667,0.00012235177133881984,0.000102753440539,0.0003181397914886,0.0002439734008576667,0.00012235177133881984,0.000102753440539,0.0003181397914886,1.0,0.0,1.0,1.0,0.0002450909879472,0.00012088897141517661,0.0001147389411926,0.0003535151481628,0.0002450909879472,0.00012088897141517661,0.0001147389411926,0.0003535151481628
nudge_0p001_plus,dplus,0.001,0.0032890776767291667,0.0004599071876482324,0.0027959404202799,0.0037063107592985,0.0014248187330344001,0.00037978800054976693,0.0009881038567982,0.0016778029385022,1.2384520636664495e-06,3.826351178187391e-07,8.195638656616211e-07,1.5695889790852864e-06,0.00017347435156499997,5.246033060564809e-05,0.0001295059919357,0.0002315441767374,1.0,0.0,1.0,1.0,1.3245476616753473e-08,3.193368766371726e-08,-9.934107462565104e-09,4.967053731282552e-08,4.722012413872613e-06,6.167171469146946e-06,-8.046627044677734e-07,1.1374553044637045e-05
nudge_0p001_plus,ep,0.001,135.15412394205728,5.192859192194095,129.72692489624023,140.07564544677734,56.036882400512695,0.9378422270635194,55.03717803955078,56.89727783203125,0.0148821141984727,0.007010583261256559,0.0092164973417917,0.02272230386734,5.4788258340623644e-05,2.9580611292919896e-05,2.4611751238505047e-05,8.373459180196126e-05,1.0,0.0,1.0,1.0,0.000647806459003,0.0005500026212822646,0.0002779165903727,0.0012798408667246,2.9702981313069663e-06,3.056800896559936e-06,7.053216298421224e-07,6.447235743204753e-06
nudge_0p01_plus,bp,0.001,0.466151495774587,0.12288701621157386,0.3339143047730128,0.5768370380004247,0.466151495774587,0.12288701621157386,0.3339143047730128,0.5768370380004247,0.0002439734008576667,0.00012235177133881984,0.000102753440539,0.0003181397914886,0.0002439734008576667,0.00012235177133881984,0.000102753440539,0.0003181397914886,1.0,0.0,1.0,1.0,0.0002450909879472,0.00012088897141517661,0.0001147389411926,0.0003535151481628,0.0002450909879472,0.00012088897141517661,0.0001147389411926,0.0003535151481628
nudge_0p01_plus,dplus,0.001,0.011215562363051665,0.0008607756470793793,0.0104343875621755,0.0121383707349499,0.0108080291603174,0.0008406998697973653,0.010184538240234,0.011764150733749,9.763571951124404e-06,1.7266805743464597e-06,8.210539817810059e-06,1.1622905731201172e-05,0.0004100965129003999,0.00012800347274203523,0.0002630253632863,0.0004963775475819,1.0,0.0,1.0,1.0,3.8743019104003906e-07,1.5517571917984198e-07,2.086162567138672e-07,4.867712656656901e-07,2.002053790622287e-05,1.047573809544462e-05,8.145968119303385e-06,2.7954578399658203e-05
nudge_0p01_plus,ep,0.001,24.888335757785374,2.854423603366812,22.42509873708089,28.01655165354411,14.029829078250463,0.9403057470136919,13.248630364735922,15.07347615559896,0.012327603167957668,0.0028117030019700214,0.0096135387818018,0.0152277052402496,0.00023631254831943337,8.014152238899888e-05,0.0001448343197504,0.0002941538890202,1.0,0.0,1.0,1.0,0.0005221466223398333,0.00020069934812542214,0.000290443499883,0.0006419320901234,1.1907683478461373e-05,6.564275502123243e-06,4.5100847880045576e-06,1.7036994298299153e-05
nudge_0p01_plusminus,bp,0.001,0.466151495774587,0.12288701621157386,0.3339143047730128,0.5768370380004247,0.466151495774587,0.12288701621157386,0.3339143047730128,0.5768370380004247,0.0002439734008576667,0.00012235177133881984,0.000102753440539,0.0003181397914886,0.0002439734008576667,0.00012235177133881984,0.000102753440539,0.0003181397914886,1.0,0.0,1.0,1.0,0.0002450909879472,0.0001208889714151766,0.0001147389411926,0.0003535151481628,0.0002450909879472,0.0001208889714151766,0.0001147389411926,0.0003535151481628
