target_name,target_mode,beta_sign,seed,step_lr,pair,scope,cosine,norm_ratio,sign_agreement
nudge_0p1_plus,nudge_0.1,plus,42,0.0001,ep_vs_bp,forward,0.0751131872336069,19.840769890345445,0.5183580269416174
nudge_0p1_plus,nudge_0.1,plus,42,0.0001,dplus_vs_ep,full,0.6756494541962942,0.0054451954287974,0.9122576713562012
nudge_0p1_plus,nudge_0.1,plus,42,0.0001,dplus_vs_ep,forward,0.9965607027212778,0.00830469849366,0.9863739709059396
nudge_0p01_plus,nudge_0.01,plus,42,0.0001,dplus_vs_bp,full,0.0682423803955316,0.0322483456307144,0.2418947095672289
nudge_0p01_plus,nudge_0.01,plus,42,0.0001,dplus_vs_bp,forward,0.0699684588859478,0.0314905585404347,0.4837894191344579
nudge_0p01_plus,nudge_0.01,plus,42,0.0001,ep_vs_bp,full,0.0382121074944734,69.3054736522043,0.2423128063480059
nudge_0p01_plus,nudge_0.01,plus,42,0.0001,ep_vs_bp,forward,0.0648114122450351,40.9525716931018,0.4846256126960118
nudge_0p01_plus,nudge_0.01,plus,42,0.0001,dplus_vs_ep,full,0.5905589958031973,0.0004654756611437,0.9210566182931264
nudge_0p01_plus,nudge_0.01,plus,42,0.0001,dplus_vs_ep,forward,0.925767183303833,0.0007688535642092,0.9883314073085784
nudge_0p01_plusminus,nudge_0.01,plusminus,42,0.0001,dplus_vs_bp,full,-0.0195209922579427,0.0068598182921971,0.2385214691360791
nudge_0p01_plusminus,nudge_0.01,plusminus,42,0.0001,dplus_vs_bp,forward,-0.2336296737194061,0.0005645039645438,0.4770429382721583
nudge_0p01_plusminus,nudge_0.01,plusminus,42,0.0001,ep_vs_bp,full,0.0474925562739372,60.00614606223704,0.2789813677469889
nudge_0p01_plusminus,nudge_0.01,plusminus,42,0.0001,ep_vs_bp,forward,0.0745846765736738,38.21252791808656,0.5579627354939779
nudge_0p01_plusminus,nudge_0.01,plusminus,42,0.0001,dplus_vs_ep,full,-0.0422700094059109,0.0001152942278497,0.4779646396636963
nudge_0p01_plusminus,nudge_0.01,plusminus,42,0.0001,dplus_vs_ep,forward,-0.6089318742354711,1.4895917957963146e-05,0.484302540620168
