target_name,target_mode,beta_sign,objective_name,objective_beta_power,objective_residual_norm,objective_layer_gain,seed,dataset,n_samples,noise,hidden_sizes,batch_size,n_batches,infer_steps,infer_lr,step_lr,residual_norm_eps,activation,device,duration_sec,ep_objective,ep_state_delta,ep_saturation,dplus_objective,dplus_state_delta,dplus_saturation,dplus_vs_bp_forward_cosine,dplus_vs_bp_forward_norm_ratio,dplus_vs_bp_forward_sign_agreement,dplus_vs_bp_forward_norm_a,dplus_vs_bp_forward_norm_b,dplus_vs_ep_forward_cosine,dplus_vs_ep_forward_norm_ratio,dplus_vs_ep_forward_sign_agreement,dplus_vs_ep_forward_norm_a,dplus_vs_ep_forward_norm_b,dplus_forward_norm,bp_forward_norm,ep_forward_norm,base_free_mse,base_feedforward_ce,bp_raw_free_mse_decrease,bp_raw_feedforward_ce_decrease,ep_raw_free_mse_decrease,ep_raw_feedforward_ce_decrease,dplus_raw_free_mse_decrease,dplus_raw_feedforward_ce_decrease,dplus_bp_scaled_free_mse_decrease,dplus_bp_scaled_feedforward_ce_decrease,dplus_ep_scaled_free_mse_decrease,dplus_ep_scaled_feedforward_ce_decrease,batch_idx,dplus_raw_free_mse_decrease_positive_rate,dplus_bp_scaled_free_mse_decrease_positive_rate,dplus_ep_scaled_free_mse_decrease_positive_rate,bp_raw_free_mse_decrease_positive_rate,ep_raw_free_mse_decrease_positive_rate,training_iteration,config/experiment_name,config/target_name,config/objective_name,config/seed,config/step_lr,config/dataset,config/n_samples,config/test_size,config/noise,config/hidden_sizes,config/batch_size,config/n_batches,config/infer_steps,config/infer_lr,config/residual_norm_eps,config/activation,config/bias,config/state_clip
direct_plus,direct_clamp,plus,resnorm_layergain_beta_div1,1.0,True,True,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,11.740381424315274,0.7964193224906921,0.1705050286707571,0.0,989.4878438313802,0.1705050286707571,0.0,0.0755697513620058,5580.250109926784,0.5429874360561371,1809.156311035156,0.3339143047730128,0.997699479262034,2309.35332692082,0.9853857656319936,1809.156311035156,0.7838805119196574,1809.156311035156,0.3339143047730128,0.7838805119196574,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.0006745159626007,2.07821528116862e-05,-0.034490168094635,0.0286801159381866,0.0002707640329996,9.000301361083984e-06,0.0006350974241892,2.0205974578857425e-05,2.5,0.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,resnorm_layergain_beta_div1,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,resnorm_beta_div1,1.0,True,False,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,12.435813186690211,1.0160647829373677,0.1811470493622538,0.0,1218.9226481119792,0.1811470493622538,0.0,0.0799410020311673,4281.283163879616,0.5782782038052877,2304.1101888020835,0.5768370380004247,0.9971605837345124,2639.563037945292,0.9896617035071056,2304.1101888020835,0.874088337024053,2304.1101888020835,0.5768370380004247,0.874088337024053,0.5047348340352377,0.6594669421513876,0.0003110269705454,0.0003535151481628,0.0008463710546493,4.729628562927246e-05,0.0212593326965967,0.0469915270805358,0.0005243718624114,3.252426783243815e-05,0.0007906903823216,4.380941390991211e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,resnorm_beta_div1,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,layergain_beta_div1,1.0,False,True,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,8.568805343005806,1.0160647829373677,0.1811470493622538,0.0,0.0400168417642513,0.1811470493622538,0.0,0.080026193211476,0.1330256244272011,0.5782782038052877,0.0726087714234988,0.5768370380004247,0.9972240130106608,0.0830680564202438,0.9896617035071056,0.0726087714234988,0.874088337024053,0.0726087714234988,0.5768370380004247,0.874088337024053,0.5047348340352377,0.6594669421513876,0.0003110269705454,0.0003535151481628,0.0008463710546493,4.729628562927246e-05,6.57886266708374e-05,3.606081008911133e-06,0.0005250970522562,3.253420193990072e-05,0.0007917881011962,4.384915033976237e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,layergain_beta_div1,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,beta_div1,1.0,False,False,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,7.328768673352897,6.085319677988688,0.1583284688725446,0.0,0.3100702712933222,0.1583284688725446,0.0,0.0720480419695377,1.4502845311274657,0.5613074799378713,0.6332088808218638,0.4877031445503235,0.9970452984174092,0.0830790502414488,0.9860509037971495,0.6332088808218638,7.62177022298177,0.6332088808218638,0.4877031445503235,7.62177022298177,0.5975431601206461,0.6984257499376932,0.0003181397914886,0.0002670188744862,0.0081223249435424,0.000327984491984,0.0006262262662251,2.5977691014607743e-05,0.0004855394363403,2.4954477945963543e-05,0.0075006783008575,0.0003121395905812,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,beta_div1,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,beta_div2,2.0,False,False,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,12.852713963016868,1.0160647829373677,0.1811470493622538,0.0,0.0399006394048531,0.1811470493622538,0.0,0.0798018593341112,0.1330245167789714,0.5782782038052877,0.0726081679264704,0.5768370380004247,0.997035930554072,0.0830673661096568,0.9896617035071056,0.0726081679264704,0.874088337024053,0.0726081679264704,0.5768370380004247,0.874088337024053,0.5047348340352377,0.6594669421513876,0.0003110269705454,0.0003535151481628,0.0008463710546493,4.729628562927246e-05,6.568928559621175e-05,3.6160151163736978e-06,0.0005242923895517,3.247459729512533e-05,0.0007906009753545,4.372994105021159e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,beta_div2,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,layergain_beta_div1,1.0,False,True,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,13.046944724861532,0.9105520645777384,0.197213737345818,0.0,0.0462038864692052,0.197213737345818,0.0,0.072908770913879,0.1771816398084465,0.5842075248559316,0.0773876768847306,0.4877031445503235,0.99723082780838,0.0830769264864506,0.9886354704697928,0.0773876768847306,0.9315191308657328,0.0773876768847306,0.4877031445503235,0.9315191308657328,0.5975431601206461,0.6984257499376932,0.0003181397914886,0.0002670188744862,0.001019815603892,4.129608472188314e-05,7.676084836324056e-05,3.238519032796224e-06,0.0004869600137074,2.532203992207845e-05,0.0009238123893737,3.874301910400391e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,layergain_beta_div1,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p01_plus,nudge_0.01,plus,beta_div2,2.0,False,False,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,14.8210443072021,-7.937817653020223,0.0266022057815765,0.0,8.934403578440348,0.0266022057815765,0.0,0.0699684557815392,314.9055843942371,0.4837894191344579,101.84538269042967,0.3339143047730128,0.925767183303833,7.688535662716599,0.9883314073085784,101.84538269042967,13.248630364735922,101.84538269042967,0.3339143047730128,13.248630364735922,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.0096135387818018,0.000290443499883,0.0754809429248174,0.0023874839146931,0.0002695818742116,8.354584376017252e-06,0.010580226778984,0.000316431125005,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p01_plus,beta_div2,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p01_plus,nudge_0.01,plus,resnorm_beta_div2,2.0,True,False,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,9.972963302396238,-7.937817653020223,0.0266022057815765,0.0,228633.328125,0.0266022057815765,0.0,0.0699934009462595,8725799.611953028,0.4837894191344579,2828719.5,0.3339143047730128,0.9308974146842957,213816.8440573912,0.9883314073085784,2828719.5,13.248630364735922,2828719.5,0.3339143047730128,13.248630364735922,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.0096135387818018,0.000290443499883,-0.027536983291308,-211.38504399855933,0.0002690454324086,8.334716161092123e-06,0.0105584214131037,0.0003163814544677,2.5,0.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p01_plus,resnorm_beta_div2,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,resnorm_layergain_beta_div1,1.0,True,True,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,14.568532902281731,7.175035238265991,0.1453741938263798,0.0,8028.931884765625,0.1453741938263798,0.0,0.0795012513796488,34805.37864396064,0.5626377662022909,18729.765950520832,0.5768370380004247,0.9970851838588716,2638.13194211918,0.9905358950297036,18729.765950520832,7.108944733937581,18729.765950520832,0.5768370380004247,7.108944733937581,0.5047348340352377,0.6594669421513876,0.0003110269705454,0.0003535151481628,0.0067654798428217,0.0003714064757029,0.0152421047290166,-0.922030175725619,0.0005249629418055,3.2335519790649414e-05,0.0064077277978261,0.0003533363342285,2.5,0.8333333333333334,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,resnorm_layergain_beta_div1,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p01_plus,nudge_0.01,plus,resnorm_layergain_beta_div1,1.0,True,True,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,14.762484475038946,-7.937817653020223,0.0266022057815765,0.0,2309.317586263021,0.0266022057815765,0.0,0.0699782806138197,87422.98663933184,0.4837894191344579,28339.950846354168,0.3339143047730128,0.9432863096396128,2142.151403790446,0.9883314073085784,28339.950846354168,13.248630364735922,28339.950846354168,0.3339143047730128,13.248630364735922,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.0096135387818018,0.000290443499883,-0.0365904122591018,-0.1567129343748092,0.0002678136030832,8.314847946166992e-06,0.0105080207188924,0.0003158648808797,2.5,0.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p01_plus,resnorm_layergain_beta_div1,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,beta_div1,1.0,False,False,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,12.515615292359143,0.9105520645777384,0.197213737345818,0.0,0.0461174889157215,0.197213737345818,0.0,0.0727520864456892,0.177180129976166,0.5842075248559316,0.0773870162665844,0.4877031445503235,0.9970431625843048,0.0830762174788287,0.9886354704697928,0.0773870162665844,0.9315191308657328,0.0773870162665844,0.4877031445503235,0.9315191308657328,0.5975431601206461,0.6984257499376932,0.0003181397914886,0.0002670188744862,0.001019815603892,4.129608472188314e-05,7.656216621398926e-05,3.238519032796224e-06,0.0004856685797373,2.5252501169840496e-05,0.0009213387966156,3.865361213684082e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,beta_div1,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,beta_div2,2.0,False,False,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,10.256319610401988,6.085319677988688,0.1583284688725446,0.0,3.10070272286733,0.1583284688725446,0.0,0.0720480401068925,14.502845567286665,0.5613074799378713,6.332088947296143,0.4877031445503235,0.9970453480879464,0.8307905202839079,0.9860509037971495,6.332088947296143,7.62177022298177,6.332088947296143,0.4877031445503235,7.62177022298177,0.5975431601206461,0.6984257499376932,0.0003181397914886,0.0002670188744862,0.0081223249435424,0.000327984491984,0.0062371393044789,0.0002593795458475,0.0004855394363403,2.4954477945963543e-05,0.0075006783008575,0.0003121395905812,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,beta_div2,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,layergain_beta_div1,1.0,False,True,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,13.979650950990615,7.175035238265991,0.1453741938263798,0.0,0.265724832812945,0.1453741938263798,0.0,0.079247943436106,1.081383953142219,0.5626377662022909,0.5901835759480795,0.5768370380004247,0.9967118203639984,0.0830199228815041,0.9905358950297036,0.5901835759480795,7.108944733937581,0.5901835759480795,0.5768370380004247,7.108944733937581,0.5047348340352377,0.6594669421513876,0.0003110269705454,0.0003535151481628,0.0067654798428217,0.0003714064757029,0.0005344649155934,2.928574879964193e-05,0.0005248636007308,3.21964422861735e-05,0.0064068039258321,0.000352144241333,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,layergain_beta_div1,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,beta_div2,2.0,False,False,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,12.910949297249315,0.7964193224906921,0.1705050286707571,0.0,0.0367538562665383,0.1705050286707571,0.0,0.0753731057047844,0.2013833427189061,0.5429874360561371,0.0651356180508931,0.3339143047730128,0.9971280296643577,0.0830940292714715,0.9853857656319936,0.0651356180508931,0.7838805119196574,0.0651356180508931,0.3339143047730128,0.7838805119196574,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.0006745159626007,2.07821528116862e-05,5.2675604820251465e-05,1.6490618387858074e-06,0.0002702077229817,8.960564931233725e-06,0.0006337662537892,2.016623814900716e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,beta_div2,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,resnorm_beta_div1,1.0,True,False,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,12.987536289729178,0.9105520645777384,0.197213737345818,0.0,3274.84619140625,0.197213737345818,0.0,0.0726971024026473,12996.348688965943,0.5842075248559316,5709.65771484375,0.4877031445503235,0.9970101912816366,6127.820667299943,0.9886354704697928,5709.65771484375,0.9315191308657328,5709.65771484375,0.4877031445503235,0.9315191308657328,0.5975431601206461,0.6984257499376932,0.0003181397914886,0.0002670188744862,0.001019815603892,4.129608472188314e-05,0.1094745645920435,-0.100449522336324,0.0004849135875701,2.5252501169840496e-05,0.0009199579556783,3.861387570699056e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,resnorm_beta_div1,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,raw,0.0,False,False,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,8.233064523898065,5.427160342534383,0.1370362365204427,0.0,0.0244176788255572,0.1370362365204427,0.0,0.0738586119065682,0.1647730270480384,0.5165906548500061,0.0532949889699618,0.3339143047730128,0.9965607027212778,0.00830469849366,0.9863739709059396,0.0532949889699618,6.417475620905559,0.0532949889699618,0.3339143047730128,6.417475620905559,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.005390445391337,0.0001643896102905,4.308422406514486e-05,1.3113021850585938e-06,0.0002701083819071,8.811553319295248e-06,0.0051630089680353,0.000161866346995,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,raw,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,beta_div2,2.0,False,False,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,12.967616525944322,0.9105520645777384,0.197213737345818,0.0,0.0461174889157215,0.197213737345818,0.0,0.0727520864456892,0.177180129976166,0.5842075248559316,0.0773870162665844,0.4877031445503235,0.9970431625843048,0.0830762174788287,0.9886354704697928,0.0773870162665844,0.9315191308657328,0.0773870162665844,0.4877031445503235,0.9315191308657328,0.5975431601206461,0.6984257499376932,0.0003181397914886,0.0002670188744862,0.001019815603892,4.129608472188314e-05,7.656216621398926e-05,3.238519032796224e-06,0.0004856685797373,2.5252501169840496e-05,0.0009213387966156,3.865361213684082e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,beta_div2,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,resnorm_beta_div1,1.0,True,False,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,10.117248486261817,0.7964193224906921,0.1705050286707571,0.0,989.1980387369792,0.1705050286707571,0.0,0.0754247500250736,5579.957028244728,0.5429874360561371,1809.0625813802085,0.3339143047730128,0.9972921907901764,2309.2337251807508,0.9853857656319936,1809.0625813802085,0.7838805119196574,1809.0625813802085,0.3339143047730128,0.7838805119196574,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.0006745159626007,2.07821528116862e-05,-0.0344867904980977,0.0287790397802988,0.0002702424923578,8.980433146158854e-06,0.0006338208913803,2.016623814900716e-05,2.5,0.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,resnorm_beta_div1,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,beta_div2,2.0,False,False,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,8.131209361832589,5.427160342534383,0.1370362365204427,0.0,2.441767851511637,0.1370362365204427,0.0,0.0738586112856864,16.47730348406331,0.5165906548500061,5.329499165217082,0.3339143047730128,0.9965607027212778,0.8304698909809453,0.9863739709059396,5.329499165217082,6.417475620905559,5.329499165217082,0.3339143047730128,6.417475620905559,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.005390445391337,0.0001643896102905,0.0042914499839146,0.0001344581445058,0.0002701083819071,8.811553319295248e-06,0.0051630089680353,0.0001618564128875,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,beta_div2,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,beta_div1,1.0,False,False,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,14.581367652863264,7.175035238265991,0.1453741938263798,0.0,0.2645878245433171,0.1453741938263798,0.0,0.0790904431293408,1.0813736898357071,0.5626377662022909,0.5901779929796854,0.5768370380004247,0.9964891076087952,0.0830191376272517,0.9905358950297036,0.5901779929796854,7.108944733937581,0.5901779929796854,0.5768370380004247,7.108944733937581,0.5047348340352377,0.6594669421513876,0.0003110269705454,0.0003535151481628,0.0067654798428217,0.0003714064757029,0.0005338937044143,2.920627593994141e-05,0.0005243023236592,3.213683764139811e-05,0.0064002126455307,0.0003514985243479,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,beta_div1,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,resnorm_beta_div1,1.0,True,False,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,14.401965213939548,7.175035238265991,0.1453741938263798,0.0,8026.213460286458,0.1453741938263798,0.0,0.0791956949979066,34804.03607686702,0.5626377662022909,18729.027994791668,0.5768370380004247,0.9966442088286082,2638.0281757230555,0.9905358950297036,18729.027994791668,7.108944733937581,18729.027994791668,0.5768370380004247,7.108944733937581,0.5047348340352377,0.6594669421513876,0.0003110269705454,0.0003535151481628,0.0067654798428217,0.0003714064757029,0.0153512408336003,-0.9813538442055384,0.0005242228507995,3.21964422861735e-05,0.006398802002271,0.0003519554932912,2.5,0.8333333333333334,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,resnorm_beta_div1,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p01_plus,nudge_0.01,plus,beta_div1,1.0,False,False,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,14.303057483397424,-7.937817653020223,0.0266022057815765,0.0,0.0893440345923105,0.0266022057815765,0.0,0.0699684557815392,3.149055848605206,0.4837894191344579,1.0184538265069325,0.3339143047730128,0.9257672131061554,0.0768853566024303,0.9883314073085784,1.0184538265069325,13.248630364735922,1.0184538265069325,0.3339143047730128,13.248630364735922,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.0096135387818018,0.000290443499883,0.0008213470379511,2.4338563283284504e-05,0.0002695818742116,8.354584376017252e-06,0.010580226778984,0.000316431125005,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p01_plus,beta_div1,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,resnorm_beta_div2,2.0,True,False,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,7.040977112948895,5.427160342534383,0.1370362365204427,0.0,65358.009114583336,0.1370362365204427,0.0,0.0738911411414543,456551.4264844514,0.5165906548500061,148018.8671875,0.3339143047730128,0.9967766304810842,23079.471953194272,0.9863739709059396,148018.8671875,6.417475620905559,148018.8671875,0.3339143047730128,6.417475620905559,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.005390445391337,0.0001643896102905,-0.0386151174704233,-6.449676295121511,0.0002700239419937,8.811553319295248e-06,0.0051611314217249,0.0001619358857472,2.5,0.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,resnorm_beta_div2,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,layergain_beta_div1,1.0,False,True,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,9.14983759308234,5.427160342534383,0.1370362365204427,0.0,0.2448009724418322,0.1370362365204427,0.0,0.0739063266664743,1.6477460369977104,0.5165906548500061,0.532955010732015,0.3339143047730128,0.996779223283132,0.0830477820513955,0.9863739709059396,0.532955010732015,6.417475620905559,0.532955010732015,0.3339143047730128,6.417475620905559,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.005390445391337,0.0001643896102905,0.0004310856262842,1.341104507446289e-05,0.0002702921628952,8.811553319295248e-06,0.0051664064327875,0.0001619656880696,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,layergain_beta_div1,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,beta_div1,1.0,False,False,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,13.030900510028005,1.0160647829373677,0.1811470493622538,0.0,0.0399006394048531,0.1811470493622538,0.0,0.0798018593341112,0.1330245167789714,0.5782782038052877,0.0726081679264704,0.5768370380004247,0.997035930554072,0.0830673661096568,0.9896617035071056,0.0726081679264704,0.874088337024053,0.0726081679264704,0.5768370380004247,0.874088337024053,0.5047348340352377,0.6594669421513876,0.0003110269705454,0.0003535151481628,0.0008463710546493,4.729628562927246e-05,6.568928559621175e-05,3.6160151163736978e-06,0.0005242923895517,3.247459729512533e-05,0.0007906009753545,4.372994105021159e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,beta_div1,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,resnorm_beta_div1,1.0,True,False,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,9.379704779945314,5.427160342534383,0.1370362365204427,0.0,6535.800944010417,0.1370362365204427,0.0,0.0738911479711532,45655.14117576231,0.5165906548500061,14801.88623046875,0.3339143047730128,0.9967766006787618,2307.947119180704,0.9863739709059396,14801.88623046875,6.417475620905559,14801.88623046875,0.3339143047730128,6.417475620905559,0.4525083204110463,0.6512693762779236,0.000102753440539,0.0001147389411926,0.005390445391337,0.0001643896102905,-0.0374058634042739,-0.3998189369837443,0.0002700239419937,8.811553319295248e-06,0.0051611314217249,0.0001619358857472,2.5,0.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,nudge_0p1_plus,resnorm_beta_div1,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
direct_plus,direct_clamp,plus,resnorm_layergain_beta_div1,1.0,True,True,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,0.001,tanh,cuda,9.472626728005707,1.0160647829373677,0.1811470493622538,0.0,1219.2725016276042,0.1811470493622538,0.0,0.0803405232727527,4281.4122506286885,0.5782782038052877,2304.181193033854,0.5768370380004247,0.9975129663944244,2639.644241186665,0.9896617035071056,2304.181193033854,0.874088337024053,2304.181193033854,0.5768370380004247,0.874088337024053,0.5047348340352377,0.6594669421513876,0.0003110269705454,0.0003535151481628,0.0008463710546493,4.729628562927246e-05,0.0213701128959655,0.0472098191579183,0.0005255689223607,3.2683213551839195e-05,0.0007924238840738,4.4018030166625977e-05,2.5,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dplus_fix_diagnostic_v2,direct_plus,resnorm_layergain_beta_div1,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,True,1.0
