variant,method,best_valid_error_mean,final_valid_error_mean,final_train_error_mean,rho_mean_mean,rho_max_mean,forward_update_rel_mean_mean,backward_update_rel_mean_mean,duration_sec_mean
epbase3q_legacy_net1_5k_e8,ep_threeq,0.22500000283122062,0.2280000028014183,0.17860000348091126,0.36146925032138827,0.4312067413330078,0.00042928548445414,0.00012225045860213933,229.99285625806078
base3q_legacy_net1_5k_e8,threeq_direct,0.3980000051856041,0.3980000051856041,0.3554000058323145,0.378903000831604,0.41790650177001953,0.0005150898183153228,0.001863814299786132,426.02449820470065
