variant,method,module_dir,seed,dataset,hidden_sizes,train_subset,valid_subset,n_epochs,batch_size,n_it_neg,n_it_pos,epsilon,beta,alphas,best_epoch,best_valid_error,final_valid_error,final_train_error,final_train_cost,final_valid_cost,rho_mean,rho_max,forward_update_rel_mean,backward_update_rel_mean,duration_sec,device,curve_json,training_iteration,config/experiment_name,config/variant,config/seed,config/dataset
base3q_legacy_net1_5k_e8,threeq_direct,Base3Q,42,mnist,[500],5000,1000,8,20,50,50,0.05,0.5,"[0.05, 0.01]",7,0.3980000051856041,0.3980000051856041,0.3554000058323145,0.6827526295185089,0.6954374933242797,0.378903000831604,0.41790650177001953,0.0005150898183153228,0.001863814299786132,426.02449820470065,cuda,"[{""backward_update_rel_mean"": 0.007476197344331038, ""epoch"": 0.0, ""forward_update_rel_mean"": 0.0009502037502690234, ""rho_max"": 0.38792417812347413, ""rho_mean"": 0.34631158769130704, ""train_cost"": 0.8993752930164337, ""train_energy"": 13.629894401550294, ""train_error"": 0.7640000134706497, ""valid_cost"": 0.8458704817295074, ""valid_energy"": 8.435572357177735, ""valid_error"": 0.6710000139474869, ""weak_cost"": 0.2420210159420967}, {""backward_update_rel_mean"": 0.005084612077814401, ""epoch"": 1.0, ""forward_update_rel_mean"": 0.0007234720247557394, ""rho_max"": 0.39614883506298065, ""rho_mean"": 0.3581552951335907, ""train_cost"": 0.8137842316627503, ""train_energy"": 6.8616232032775875, ""train_error"": 0.6082000133991241, ""valid_cost"": 0.7987235689163208, ""valid_energy"": 6.1801840114593505, ""valid_error"": 0.5880000096559524, ""weak_cost"": 0.20366966444253923}, {""backward_update_rel_mean"": 0.0036853569183025723, ""epoch"": 2.0, ""forward_update_rel_mean"": 0.0006592495833556374, ""rho_max"": 0.4009455736875534, ""rho_mean"": 0.362423746585846, ""train_cost"": 0.7739235210418701, ""train_energy"": 5.422717226028443, ""train_error"": 0.5274000146985054, ""valid_cost"": 0.7733466362953186, ""valid_energy"": 5.1192183017730715, ""valid_error"": 0.5310000115633011, ""weak_cost"": 0.18772305238246917}, {""backward_update_rel_mean"": 0.0029673288593971905, ""epoch"": 3.0, ""forward_update_rel_mean"": 0.0006033492359934966, ""rho_max"": 0.39946985721588135, ""rho_mean"": 0.3626526781320572, ""train_cost"": 0.7502192094326019, ""train_energy"": 4.731111862182617, ""train_error"": 0.4772000103592873, ""valid_cost"": 0.75307967543602, ""valid_energy"": 4.560677585601806, ""valid_error"": 0.4840000116825104, ""weak_cost"": 0.17901106107234954}, {""backward_update_rel_mean"": 0.0025480964714674477, ""epoch"": 4.0, ""forward_update_rel_mean"": 0.0005655215339625982, ""rho_max"": 0.3973350511789322, ""rho_mean"": 0.3621201968193054, ""train_cost"": 0.7311026818752289, ""train_energy"": 4.309277936935425, ""train_error"": 0.43320000791549684, ""valid_cost"": 0.737207112312317, ""valid_energy"": 4.234358825683594, ""valid_error"": 0.4630000098049641, ""weak_cost"": 0.17284883201122284}, {""backward_update_rel_mean"": 0.002256723729902992, ""epoch"": 5.0, ""forward_update_rel_mean"": 0.0005429119967299745, ""rho_max"": 0.39915083575248717, ""rho_mean"": 0.3634543061256409, ""train_cost"": 0.7137633130550385, ""train_energy"": 4.0254261693954465, ""train_error"": 0.4002000063657761, ""valid_cost"": 0.7213225030899048, ""valid_energy"": 4.0376441955566404, ""valid_error"": 0.4390000069141388, ""weak_cost"": 0.16795929747819902}, {""backward_update_rel_mean"": 0.0020295022462754283, ""epoch"": 6.0, ""forward_update_rel_mean"": 0.0005323550319809077, ""rho_max"": 0.4063906273841858, ""rho_mean"": 0.3691478110551834, ""train_cost"": 0.697888867855072, ""train_energy"": 3.830890003204346, ""train_error"": 0.37920000588893893, ""valid_cost"": 0.7090563380718231, ""valid_energy"": 3.855099611282349, ""valid_error"": 0.41800000742077825, ""weak_cost"": 0.16382590240240097}, {""backward_update_rel_mean"": 0.001863814299786132, ""epoch"": 7.0, ""forward_update_rel_mean"": 0.0005150898183153228, ""rho_max"": 0.41790650177001953, ""rho_mean"": 0.378903000831604, ""train_cost"": 0.6827526295185089, ""train_energy"": 3.6967935066223143, ""train_error"": 0.3554000058323145, ""valid_cost"": 0.6954374933242797, ""valid_energy"": 3.750870318412781, ""valid_error"": 0.3980000051856041, ""weak_cost"": 0.16020100688934327}]",1,_workspace_ThreeQ_threeq_mnist_legacy_repro_v1,base3q_legacy_net1_5k_e8,42,mnist
epbase3q_legacy_net1_5k_e8,ep_threeq,EPBase3Q,42,mnist,[500],5000,1000,8,20,50,2,0.1,0.5,"[0.05, 0.01]",6,0.22500000283122062,0.2280000028014183,0.17860000348091126,0.37207521277666095,0.3964223960042,0.36146925032138827,0.4312067413330078,0.00042928548445414,0.00012225045860213933,229.99285625806078,cuda,"[{""backward_update_rel_mean"": 0.0001394440739031545, ""epoch"": 0.0, ""forward_update_rel_mean"": 0.00041060403212503507, ""rho_max"": 0.3374277255535126, ""rho_mean"": 0.272231748342514, ""train_cost"": 0.9585264022350312, ""train_energy"": 53.91372750854492, ""train_error"": 0.8350000128746032, ""valid_cost"": 0.9038782596588135, ""valid_energy"": 51.89593032836914, ""valid_error"": 0.7710000133514404, ""weak_cost"": 0.6588619101047516}, {""backward_update_rel_mean"": 0.00014102384970983943, ""epoch"": 1.0, ""forward_update_rel_mean"": 0.00042570171807091627, ""rho_max"": 0.3416687152385712, ""rho_mean"": 0.28498800659179685, ""train_cost"": 0.8233210256099701, ""train_energy"": 50.869510833740236, ""train_error"": 0.6466000128984452, ""valid_cost"": 0.754408974647522, ""valid_energy"": 47.36226249694824, ""valid_error"": 0.5760000103712082, ""weak_cost"": 0.5552211267948151}, {""backward_update_rel_mean"": 0.00013003571506180195, ""epoch"": 2.0, ""forward_update_rel_mean"": 0.0004100355592925281, ""rho_max"": 0.3649246459007263, ""rho_mean"": 0.2974753210544586, ""train_cost"": 0.6630745019912719, ""train_energy"": 47.15646247863769, ""train_error"": 0.4478000081181526, ""valid_cost"": 0.6219940835237503, ""valid_energy"": 45.07650169372559, ""valid_error"": 0.40200000822544096, ""weak_cost"": 0.44621097314357755}, {""backward_update_rel_mean"": 0.00012124668683567033, ""epoch"": 3.0, ""forward_update_rel_mean"": 0.0003960440848778942, ""rho_max"": 0.3853031919002533, ""rho_mean"": 0.31455983519554137, ""train_cost"": 0.548626762509346, ""train_energy"": 45.975299575805664, ""train_error"": 0.31780000498890876, ""valid_cost"": 0.5323766326904297, ""valid_energy"": 45.15685920715332, ""valid_error"": 0.3320000059902668, ""weak_cost"": 0.3690186321735382}, {""backward_update_rel_mean"": 0.00011537631802425813, ""epoch"": 4.0, ""forward_update_rel_mean"": 0.00038381817251527715, ""rho_max"": 0.39935365855693816, ""rho_mean"": 0.3302942018508911, ""train_cost"": 0.4746641824245453, ""train_energy"": 46.96950044250488, ""train_error"": 0.25300000376999376, ""valid_cost"": 0.4734684157371521, ""valid_energy"": 46.820284881591796, ""valid_error"": 0.27900000371038913, ""weak_cost"": 0.3193309621810913}, {""backward_update_rel_mean"": 0.00011560464186468766, ""epoch"": 5.0, ""forward_update_rel_mean"": 0.00039491012807696434, ""rho_max"": 0.412038635969162, ""rho_mean"": 0.34494072759151456, ""train_cost"": 0.4265584825277329, ""train_energy"": 49.14912573242187, ""train_error"": 0.2162000031322241, ""valid_cost"": 0.43651511907577517, ""valid_energy"": 49.206497802734376, ""valid_error"": 0.25000000312924386, ""weak_cost"": 0.28715199583768847}, {""backward_update_rel_mean"": 0.00011715783215499013, ""epoch"": 6.0, ""forward_update_rel_mean"": 0.00040690436346271775, ""rho_max"": 0.42240948605537415, ""rho_mean"": 0.35496507251262666, ""train_cost"": 0.3936970025897026, ""train_energy"": 51.851736541748046, ""train_error"": 0.19580000334978104, ""valid_cost"": 0.41384821057319643, ""valid_energy"": 51.8869181060791, ""valid_error"": 0.22500000283122062, ""weak_cost"": 0.2652661556005478}, {""backward_update_rel_mean"": 0.00012225045860213933, ""epoch"": 7.0, ""forward_update_rel_mean"": 0.00042928548445414, ""rho_max"": 0.4312067413330078, ""rho_mean"": 0.36146925032138827, ""train_cost"": 0.37207521277666095, ""train_energy"": 54.92425219726562, ""train_error"": 0.17860000348091126, ""valid_cost"": 0.3964223960042, ""valid_energy"": 55.093544540405276, ""valid_error"": 0.2280000028014183, ""weak_cost"": 0.2508991588354111}]",1,_workspace_ThreeQ_threeq_mnist_legacy_repro_v1,epbase3q_legacy_net1_5k_e8,42,mnist
