variant,method,best_valid_error_mean,best_valid_error_std,best_valid_error_min,best_valid_error_max,final_valid_error_mean,final_valid_error_std,final_valid_error_min,final_valid_error_max,final_train_error_mean,final_train_error_std,final_train_error_min,final_train_error_max,final_train_cost_mean,final_train_cost_std,final_train_cost_min,final_train_cost_max,final_valid_cost_mean,final_valid_cost_std,final_valid_cost_min,final_valid_cost_max,rho_mean_mean,rho_mean_std,rho_mean_min,rho_mean_max,rho_max_mean,rho_max_std,rho_max_min,rho_max_max,forward_update_rel_mean_mean,forward_update_rel_mean_std,forward_update_rel_mean_min,forward_update_rel_mean_max,backward_update_rel_mean_mean,backward_update_rel_mean_std,backward_update_rel_mean_min,backward_update_rel_mean_max,duration_sec_mean,duration_sec_std,duration_sec_min,duration_sec_max
epbase3q_legacy_net1_5k_e8,ep_threeq,0.22500000283122062,,0.22500000283122062,0.22500000283122062,0.2280000028014183,,0.2280000028014183,0.2280000028014183,0.17860000348091126,,0.17860000348091126,0.17860000348091126,0.37207521277666095,,0.37207521277666095,0.37207521277666095,0.3964223960042,,0.3964223960042,0.3964223960042,0.36146925032138827,,0.36146925032138827,0.36146925032138827,0.4312067413330078,,0.4312067413330078,0.4312067413330078,0.00042928548445414,,0.00042928548445414,0.00042928548445414,0.00012225045860213933,,0.00012225045860213933,0.00012225045860213933,229.99285625806078,,229.99285625806078,229.99285625806078
base3q_legacy_net1_5k_e8,threeq_direct,0.3980000051856041,,0.3980000051856041,0.3980000051856041,0.3980000051856041,,0.3980000051856041,0.3980000051856041,0.3554000058323145,,0.3554000058323145,0.3554000058323145,0.6827526295185089,,0.6827526295185089,0.6827526295185089,0.6954374933242797,,0.6954374933242797,0.6954374933242797,0.378903000831604,,0.378903000831604,0.378903000831604,0.41790650177001953,,0.41790650177001953,0.41790650177001953,0.0005150898183153228,,0.0005150898183153228,0.0005150898183153228,0.001863814299786132,,0.001863814299786132,0.001863814299786132,426.02449820470065,,426.02449820470065,426.02449820470065
